symbol,close,delivery_pct,volume,turnover,Score,Label
ABSLPSE,10.9,61.5,515919,5623517.100000001,1,🔴 Flagged (Unsafe)
MONTECARLO,574.9,64.2,9608,5523639.2,1,⚪ Neutral
SCODATUBES,137.65,52.38,40010,5507376.5,1,⚪ Neutral
NAVNETEDUL,147.25,67.49,37277,5489038.25,1,⚪ Neutral
TIL,209.16,76.64,26101,5459285.16,1,⚪ Neutral
KILITCH,319.0,51.72,17055,5440545.0,1,⚪ Neutral
SEJALLTD,581.0,58.12,9321,5415501.0,1,⚪ Neutral
NDL,2.68,65.99,2017675,5407369.0,1,🔴 Flagged (Unsafe)
OMFREIGHT,80.0,79.93,66879,5350320.0,1,⚪ Neutral
NDLVENTURE,111.35,72.92,48021,5347138.35,1,⚪ Neutral
BALAJEE,28.99,65.5,183962,5333058.38,1,⚪ Neutral
SNOWMAN,39.53,53.41,134890,5332201.7,1,⚪ Neutral
PENINLAND,17.55,56.05,303281,5322581.55,1,🔴 Flagged (Unsafe)
SOMANYCERA,405.0,58.88,13124,5315220.0,1,⚪ Neutral
ESAFSFB,27.03,58.89,196024,5298528.720000001,1,⚪ Neutral
UGARSUGAR,35.81,52.93,146268,5237857.08,1,⚪ Neutral
HARRMALAYA,198.75,60.83,26081,5183598.75,1,⚪ Neutral
NGLFINE,2320.0,54.56,2227,5166640.0,1,⚪ Neutral
UEL,182.73,58.37,28250,5162122.5,1,⚪ Neutral
THEJO,1700.0,60.43,3035,5159500.0,1,⚪ Neutral
BYKE,43.6,71.74,117855,5138478.0,1,⚪ Neutral
EVERESTIND,382.0,71.74,13379,5110778.0,1,⚪ Neutral
AUTOIND,75.0,73.49,67687,5076525.0,1,⚪ Neutral
SWELECTES,522.25,52.02,9692,5061647.0,1,⚪ Neutral
RBZJEWEL,126.35,50.03,39976,5050967.6,1,⚪ Neutral
BLAL,187.25,68.62,26959,5048072.75,1,⚪ Neutral
DHARMAJ,235.13,52.54,21289,5005682.57,1,⚪ Neutral
SGIL,515.0,75.75,9615,4951725.0,1,🔴 Flagged (Unsafe)
SARLAPOLY,81.81,50.91,60456,4945905.36,1,🔴 Flagged (Unsafe)
GRPLTD,1700.0,60.03,2877,4890900.0,1,🔴 Flagged (Unsafe)
MAZDA,204.09,50.55,23824,4862240.16,1,🔴 Flagged (Unsafe)
NILKAMAL,1380.1,75.33,3519,4856571.899999999,1,🔴 Flagged (Unsafe)
SAGCEM,191.69,56.32,25265,4843047.85,1,🔴 Flagged (Unsafe)
BIRLAMONEY,132.65,61.12,36386,4826602.9,1,🔴 Flagged (Unsafe)
BANSALWIRE,266.0,50.12,18115,4818590.0,1,🔴 Flagged (Unsafe)
TAINWALCHM,201.2,60.4,23887,4806064.399999999,1,🔴 Flagged (Unsafe)
LIKHITHA,151.33,64.47,31710,4798674.300000001,1,🔴 Flagged (Unsafe)
TCIEXP,552.95,59.75,8593,4751499.350000001,1,🔴 Flagged (Unsafe)
PREMIERPOL,52.49,56.69,89629,4704626.21,1,🔴 Flagged (Unsafe)
ESSARSHPNG,25.9,57.1,180364,4671427.6,1,🔴 Flagged (Unsafe)
HDFCLIQUID,1049.79,63.67,4409,4628524.109999999,1,🔴 Flagged (Unsafe)
HILINFRA,55.5,52.1,83313,4623871.5,1,🔴 Flagged (Unsafe)
XTGLOBAL,33.63,82.12,137457,4622678.91,1,🔴 Flagged (Unsafe)
HONDAPOWER,2198.0,53.1,2098,4611404.0,1,🔴 Flagged (Unsafe)
SHARIABEES,481.21,66.94,9553,4596999.13,1,🔴 Flagged (Unsafe)
GANDHITUBE,885.0,50.21,5130,4540050.0,1,🔴 Flagged (Unsafe)
PARSVNATH,6.92,61.91,649711,4496000.12,1,🔴 Flagged (Unsafe)
DHRUV,26.97,55.56,166011,4477316.67,1,🔴 Flagged (Unsafe)
YUKEN,765.0,85.35,5836,4464540.0,1,🔴 Flagged (Unsafe)
TRANSWORLD,143.48,64.04,30760,4413444.8,1,🔴 Flagged (Unsafe)
ALPL30IETF,28.5,63.62,153576,4376916.0,1,🔴 Flagged (Unsafe)
DCI,255.85,53.46,17050,4362242.5,1,🔴 Flagged (Unsafe)
GROWWEV,31.19,78.33,139588,4353749.72,1,🔴 Flagged (Unsafe)
SPECIALITY,104.25,58.81,41561,4332734.25,1,🔴 Flagged (Unsafe)
APCOTEXIND,369.1,60.48,11724,4327328.4,1,🔴 Flagged (Unsafe)
MEGASTAR,235.58,94.11,18363,4325955.54,1,🔴 Flagged (Unsafe)
HGS,390.95,54.68,11056,4322343.2,1,🔴 Flagged (Unsafe)
MNC,32.98,83.88,130528,4304813.4399999995,1,🔴 Flagged (Unsafe)
VARDHACRLC,34.0,66.04,126544,4302496.0,1,🔴 Flagged (Unsafe)
INDOAMIN,109.5,61.17,38856,4254732.0,1,🔴 Flagged (Unsafe)
NECLIFE,12.2,75.35,348045,4246149.0,1,🔴 Flagged (Unsafe)
ALICON,770.0,51.93,5492,4228840.0,1,🔴 Flagged (Unsafe)
BANKPSU,99.03,71.36,42064,4165597.92,1,🔴 Flagged (Unsafe)
CENTENKA,438.6,68.28,9449,4144331.4000000004,1,🔴 Flagged (Unsafe)
ALLDIGI,812.0,78.67,5083,4127396.0,1,🔴 Flagged (Unsafe)
NAHARSPING,199.75,68.68,20515,4097871.25,1,🔴 Flagged (Unsafe)
PAVNAIND,22.3,76.93,183262,4086742.6,1,🔴 Flagged (Unsafe)
OCCLLTD,92.07,51.68,43394,3995285.5799999996,1,🔴 Flagged (Unsafe)
BFSI,29.24,87.8,136221,3983102.0399999996,1,🔴 Flagged (Unsafe)
PVP,27.3,74.55,145291,3966444.3000000003,1,🔴 Flagged (Unsafe)
TCPLPACK,2750.0,72.31,1441,3962750.0,1,🔴 Flagged (Unsafe)
SCHAND,152.5,67.68,25936,3955240.0,1,🔴 Flagged (Unsafe)
NCLIND,185.3,57.84,21267,3940775.1,1,🔴 Flagged (Unsafe)
SANGAMIND,467.0,71.6,8413,3928871.0,1,🔴 Flagged (Unsafe)
MBLINFRA,25.65,64.87,152499,3911599.3499999996,1,🔴 Flagged (Unsafe)
VIDHIING,310.0,67.99,12591,3903210.0,1,🔴 Flagged (Unsafe)
ABSLLIQUID,999.99,84.87,3886,3885961.14,1,🔴 Flagged (Unsafe)
HDFCNEXT50,71.46,55.43,53988,3857982.4799999995,1,🔴 Flagged (Unsafe)
STEL,508.5,53.32,7498,3812733.0,1,🔴 Flagged (Unsafe)
ARIES,329.05,54.45,11559,3803488.95,1,🔴 Flagged (Unsafe)
GOLD360,153.7,57.72,24683,3793777.0999999996,1,🔴 Flagged (Unsafe)
CYBERTECH,116.26,52.52,32570,3786588.2,1,🔴 Flagged (Unsafe)
HESTERBIO,1575.0,57.66,2388,3761100.0,1,🔴 Flagged (Unsafe)
SUNDROP,655.95,71.06,5723,3754001.85,1,🔴 Flagged (Unsafe)
NEXT50BETA,75.78,59.01,49024,3715038.72,1,🔴 Flagged (Unsafe)
MANUFGBEES,159.97,86.91,23193,3710184.21,1,🔴 Flagged (Unsafe)
BHARATGEAR,108.99,59.15,33803,3684188.9699999997,1,🔴 Flagged (Unsafe)
ITADD,32.2,87.81,113857,3666195.4000000004,1,🔴 Flagged (Unsafe)
PAUSHAKLTD,469.65,77.56,7745,3637439.25,1,🔴 Flagged (Unsafe)
NILASPACES,14.12,56.86,256988,3628670.5599999996,1,🔴 Flagged (Unsafe)
INDOWIND,9.29,56.18,389602,3619402.5799999996,1,🔴 Flagged (Unsafe)
CPCAP,91.1,93.42,39691,3615850.0999999996,1,🔴 Flagged (Unsafe)
LTGILTCASE,29.92,95.38,119482,3574901.4400000004,1,🔴 Flagged (Unsafe)
SMALL250,16.05,64.15,220709,3542379.45,1,🔴 Flagged (Unsafe)
HMAAGRO,25.9,59.99,136348,3531413.1999999997,1,🔴 Flagged (Unsafe)
ATL,24.86,70.64,141609,3520399.7399999998,1,🔴 Flagged (Unsafe)
SIKKO,4.72,60.41,744043,3511882.96,1,🔴 Flagged (Unsafe)
CREST,359.0,63.22,9592,3443528.0,1,🔴 Flagged (Unsafe)
BFINVEST,408.7,57.59,8381,3425314.6999999997,1,🔴 Flagged (Unsafe)
CHEMICAL,28.25,87.17,120052,3391469.0,1,🔴 Flagged (Unsafe)
INDOBORAX,244.0,75.26,13893,3389892.0,1,🔴 Flagged (Unsafe)
EQUAL50ADD,348.77,58.6,9680,3376093.5999999996,1,🔴 Flagged (Unsafe)
SENSEXETF,84.44,83.06,39898,3368987.12,1,🔴 Flagged (Unsafe)
ALMONDZ,16.22,67.2,207424,3364417.28,1,🔴 Flagged (Unsafe)
SRHHYPOLTD,479.0,67.81,7021,3363059.0,1,🔴 Flagged (Unsafe)
SHALPAINTS,57.7,58.33,57707,3329693.9000000004,1,🔴 Flagged (Unsafe)
LYKALABS,64.34,67.8,51220,3295494.8000000003,1,🔴 Flagged (Unsafe)
STCINDIA,115.0,81.21,28647,3294405.0,1,🔴 Flagged (Unsafe)
EMKAY,245.95,67.71,13356,3284908.1999999997,1,🔴 Flagged (Unsafe)
RPPINFRA,76.95,54.25,42606,3278531.7,1,🔴 Flagged (Unsafe)
SPENCERS,32.6,91.54,100485,3275811.0,1,🔴 Flagged (Unsafe)
SOMICONVEY,108.05,92.94,30269,3270565.4499999997,1,🔴 Flagged (Unsafe)
USK,28.77,58.79,113639,3269394.03,1,🔴 Flagged (Unsafe)
INTLCONV,78.0,53.7,41488,3236064.0,1,🔴 Flagged (Unsafe)
NV20IETF,14.9,61.84,216271,3222437.9,1,🔴 Flagged (Unsafe)
GINNIFILA,39.18,67.87,81873,3207784.14,1,🔴 Flagged (Unsafe)
BRIGHOTEL,61.96,69.48,51647,3200048.12,1,🔴 Flagged (Unsafe)
BANKBETA,62.87,72.87,50890,3199454.3,1,🔴 Flagged (Unsafe)
AVG,146.5,56.43,21777,3190330.5,1,🔴 Flagged (Unsafe)
MIDSELIETF,17.85,51.93,178638,3188688.3000000003,1,🔴 Flagged (Unsafe)
ALLTIME,240.85,53.32,13227,3185722.9499999997,1,🔴 Flagged (Unsafe)
EBBETF0433,1277.2,80.43,2494,3185336.8000000003,1,🔴 Flagged (Unsafe)
MALLCOM,1185.0,66.21,2678,3173430.0,1,🔴 Flagged (Unsafe)
RACE,113.5,82.02,27881,3164493.5,1,🔴 Flagged (Unsafe)
HILTON,17.49,65.42,180332,3154006.6799999997,1,🔴 Flagged (Unsafe)
TREL,24.4,67.31,128393,3132789.1999999997,1,🔴 Flagged (Unsafe)
GEECEE,292.05,96.98,10603,3096606.15,1,🔴 Flagged (Unsafe)
PTL,38.78,83.13,79271,3074129.38,1,🔴 Flagged (Unsafe)
CNL,642.0,67.59,4788,3073896.0,1,🔴 Flagged (Unsafe)
VIKASLIFE,1.47,54.85,2069725,3042495.75,1,🔴 Flagged (Unsafe)
NAVKARURB,1.3,90.28,2339900,3041870.0,1,🔴 Flagged (Unsafe)
CCCL,15.51,71.36,194962,3023860.62,1,🔴 Flagged (Unsafe)
DUCON,3.2,61.5,924901,2959683.2,1,🔴 Flagged (Unsafe)
DEVIT,23.0,82.89,127389,2929947.0,1,🔴 Flagged (Unsafe)
ROSSELLIND,47.49,65.11,61688,2929563.12,1,🔴 Flagged (Unsafe)
VLSFINANCE,255.0,66.0,11453,2920515.0,1,🔴 Flagged (Unsafe)
GFLLIMITED,46.0,50.79,63321,2912766.0,1,🔴 Flagged (Unsafe)
PRAXIS,7.91,86.09,365909,2894340.19,1,🔴 Flagged (Unsafe)
ANUHPHR,77.3,71.44,37350,2887155.0,1,🔴 Flagged (Unsafe)
AMBIKCO,1368.0,57.56,2104,2878272.0,1,🔴 Flagged (Unsafe)
EXCEL,1.12,73.21,2561867,2869291.0400000005,1,🔴 Flagged (Unsafe)
HEALTHADD,151.77,87.65,18373,2788470.21,1,🔴 Flagged (Unsafe)
KCPSUGIND,22.9,67.6,121274,2777174.5999999996,1,🔴 Flagged (Unsafe)
ALANKIT,8.66,74.94,319780,2769294.8,1,🔴 Flagged (Unsafe)
SENSEXBETA,906.0,55.88,3037,2751522.0,1,🔴 Flagged (Unsafe)
MAWANASUG,78.24,53.74,35157,2750683.6799999997,1,🔴 Flagged (Unsafe)
KOTHARIPET,115.2,69.65,23510,2708352.0,1,🔴 Flagged (Unsafe)
MMP,244.0,60.87,11059,2698396.0,1,🔴 Flagged (Unsafe)
HDFCBSE500,37.99,58.26,70762,2688248.3800000004,1,🔴 Flagged (Unsafe)
MOMIDMTM,63.63,52.36,41839,2662215.5700000003,1,🔴 Flagged (Unsafe)
RSWM,149.12,56.79,17840,2660300.8000000003,1,🔴 Flagged (Unsafe)
CHEVIOT,1046.6,55.56,2493,2609173.8,1,🔴 Flagged (Unsafe)
GROWWNET,9.05,71.94,287209,2599241.45,1,🔴 Flagged (Unsafe)
TRF,276.85,55.83,9387,2598790.95,1,🔴 Flagged (Unsafe)
AMRUTANJAN,600.15,61.51,4274,2565041.1,1,🔴 Flagged (Unsafe)
MGEL,11.12,75.73,230621,2564505.52,1,🔴 Flagged (Unsafe)
PONNIERODE,266.5,62.1,9516,2536014.0,1,🔴 Flagged (Unsafe)
JKIPL,65.3,79.58,38793,2533182.9,1,🔴 Flagged (Unsafe)
NGIL,26.79,58.79,94355,2527770.4499999997,1,🔴 Flagged (Unsafe)
ALPHAGEO,201.0,88.29,12394,2491194.0,1,🔴 Flagged (Unsafe)
AXSENSEX,84.5,89.61,29299,2475765.5,1,🔴 Flagged (Unsafe)
IFGLEXPOR,169.6,65.63,14405,2443088.0,1,🔴 Flagged (Unsafe)
BHAGERIA,154.84,62.17,15688,2429129.92,1,🔴 Flagged (Unsafe)
DBEIL,78.8,65.11,30616,2412540.8,1,🔴 Flagged (Unsafe)
HLVLTD,8.06,75.25,298438,2405410.2800000003,1,🔴 Flagged (Unsafe)
GLOBECIVIL,50.64,63.98,47184,2389397.7600000002,1,🔴 Flagged (Unsafe)
BHANDARI,3.0,79.97,793904,2381712.0,1,🔴 Flagged (Unsafe)
MENONBE,115.88,65.03,20396,2363488.48,1,🔴 Flagged (Unsafe)
SAKUMA,1.79,73.1,1313645,2351424.5500000003,1,🔴 Flagged (Unsafe)
TRIGYN,51.0,67.54,46077,2349927.0,1,🔴 Flagged (Unsafe)
TTKHLTCARE,915.0,70.0,2563,2345145.0,1,🔴 Flagged (Unsafe)
AVONMORE,14.7,80.62,158205,2325613.5,1,🔴 Flagged (Unsafe)
MAGADSUGAR,448.5,53.94,5176,2321436.0,1,🔴 Flagged (Unsafe)
RANASUG,11.02,55.15,208133,2293625.6599999997,1,🔴 Flagged (Unsafe)
KOKUYOCMLN,81.92,67.83,27996,2293432.32,1,🔴 Flagged (Unsafe)
ZIMLAB,70.89,61.6,32336,2292299.04,1,🔴 Flagged (Unsafe)
VISHWARAJ,5.86,60.64,387852,2272812.72,1,🔴 Flagged (Unsafe)
ARTNIRMAN,42.85,98.69,52854,2264793.9,1,🔴 Flagged (Unsafe)
VETO,103.3,57.64,21886,2260823.8,1,🔴 Flagged (Unsafe)
AMNPLST,153.0,65.91,14638,2239614.0,1,🔴 Flagged (Unsafe)
EVIETF,31.32,58.22,71456,2238001.92,1,🔴 Flagged (Unsafe)
SHANTIGEAR,450.0,64.4,4944,2224800.0,1,🔴 Flagged (Unsafe)
KMSUGAR,24.65,60.93,90061,2220003.65,1,🔴 Flagged (Unsafe)
KANORICHEM,67.15,71.76,32978,2214472.7,1,🔴 Flagged (Unsafe)
SSDL,63.86,57.68,34660,2213387.6,1,🔴 Flagged (Unsafe)
NV20BEES,152.25,63.86,14537,2213258.25,1,🔴 Flagged (Unsafe)
SAKHTISUG,15.88,73.23,138337,2196791.56,1,🔴 Flagged (Unsafe)
MIRZAINT,34.17,50.24,64281,2196481.77,1,🔴 Flagged (Unsafe)
ZEELEARN,5.5,54.27,397472,2186096.0,1,🔴 Flagged (Unsafe)
MAXIND,155.06,52.15,14017,2173476.02,1,🔴 Flagged (Unsafe)
GOKUL,41.05,70.22,52478,2154221.9,1,🔴 Flagged (Unsafe)
FOCUS,65.0,63.62,33097,2151305.0,1,🔴 Flagged (Unsafe)
GULFPETRO,32.05,81.49,66767,2139882.3499999996,1,🔴 Flagged (Unsafe)
INDIQUBE,174.0,53.0,12288,2138112.0,1,🔴 Flagged (Unsafe)
AYMSYNTEX,202.59,58.96,10490,2125169.1,1,🔴 Flagged (Unsafe)
GROWWRLTY,9.1,73.72,233517,2125004.6999999997,1,🔴 Flagged (Unsafe)
ELIQUID,1020.1,100.0,2061,2102426.1,1,🔴 Flagged (Unsafe)
SINTERCOM,82.15,65.79,25259,2075026.85,1,🔴 Flagged (Unsafe)
VIRINCHI,19.5,60.65,105248,2052336.0,1,🔴 Flagged (Unsafe)
MADRASFERT,68.99,50.2,29430,2030375.7,1,🔴 Flagged (Unsafe)
GSLSU,85.32,61.18,23787,2029506.8399999999,1,🔴 Flagged (Unsafe)
VINEETLAB,30.6,73.76,66113,2023057.8,1,🔴 Flagged (Unsafe)
MODINATUR,296.0,88.66,6807,2014872.0,1,🔴 Flagged (Unsafe)
KRISHIVAL,312.5,82.74,6415,2004687.5,1,🔴 Flagged (Unsafe)
BALAXI,19.9,85.87,100326,1996487.4,1,🔴 Flagged (Unsafe)
SADBHAV,11.26,99.99,176009,1981861.3399999999,1,🔴 Flagged (Unsafe)
FCSSOFT,1.58,57.6,1250745,1976177.1,1,🔴 Flagged (Unsafe)
BAJAJINDEF,250.0,54.93,7859,1964750.0,1,🔴 Flagged (Unsafe)
MONEYBOXX,66.88,63.66,29210,1953564.7999999998,1,🔴 Flagged (Unsafe)
KUANTUM,89.74,59.71,21703,1947627.22,1,🔴 Flagged (Unsafe)
NV20,152.99,62.72,12637,1933334.6300000001,1,🔴 Flagged (Unsafe)
ASHIMASYN,14.8,79.24,129055,1910014.0,1,🔴 Flagged (Unsafe)
EMMBI,90.0,62.0,21084,1897560.0,1,🔴 Flagged (Unsafe)
FAIRCHEMOR,589.95,57.15,3204,1890199.8,1,🔴 Flagged (Unsafe)
EMULTIMQ,41.4,73.74,45464,1882209.5999999999,1,🔴 Flagged (Unsafe)
BASML,23.0,71.58,81577,1876271.0,1,🔴 Flagged (Unsafe)
IVC,7.36,79.74,254785,1875217.6,1,🔴 Flagged (Unsafe)
KOHINOOR,24.65,51.77,75967,1872586.5499999998,1,🔴 Flagged (Unsafe)
SHIVAMAUTO,20.0,79.53,92395,1847900.0,1,🔴 Flagged (Unsafe)
TARACHAND,61.9,55.01,29817,1845672.3,1,🔴 Flagged (Unsafe)
ENIL,105.5,87.08,17338,1829159.0,1,🔴 Flagged (Unsafe)
MODIS,327.0,91.56,5592,1828584.0,1,🔴 Flagged (Unsafe)
AONETOTAL,11.78,61.72,154378,1818572.8399999999,1,🔴 Flagged (Unsafe)
KAYA,320.0,75.43,5658,1810560.0,1,🔴 Flagged (Unsafe)
HTMEDIA,22.0,83.98,81929,1802438.0,1,🔴 Flagged (Unsafe)
RAJSREESUG,26.71,56.96,67431,1801082.01,1,🔴 Flagged (Unsafe)
NIFTYADD,267.09,65.94,6706,1791105.5399999998,1,🔴 Flagged (Unsafe)
BTML,7.54,63.71,237171,1788269.34,1,🔴 Flagged (Unsafe)
HITECHCORP,145.03,50.76,12310,1785319.3,1,🔴 Flagged (Unsafe)
BIRLACABLE,138.24,50.77,12893,1782328.32,1,🔴 Flagged (Unsafe)
VISAKAIND,62.05,75.11,28646,1777484.2999999998,1,🔴 Flagged (Unsafe)
NIF100IETF,29.0,83.16,61189,1774481.0,1,🔴 Flagged (Unsafe)
PAR,92.62,51.72,19039,1763392.1800000002,1,🔴 Flagged (Unsafe)
HCL-INSYS,12.9,76.95,136164,1756515.6,1,🔴 Flagged (Unsafe)
BELLACASA,275.0,59.33,6364,1750100.0,1,🔴 Flagged (Unsafe)
HPAL,36.75,67.47,47440,1743420.0,1,🔴 Flagged (Unsafe)
KANPRPLA,182.51,76.23,9503,1734392.53,1,🔴 Flagged (Unsafe)
KAMOPAINTS,4.36,57.66,395574,1724702.6400000001,1,🔴 Flagged (Unsafe)
SADBHIN,3.24,71.7,530220,1717912.8,1,🔴 Flagged (Unsafe)
NIPPOBATRY,339.25,52.49,5007,1698624.75,1,🔴 Flagged (Unsafe)
GROWWCAPM,9.94,60.6,170876,1698507.44,1,🔴 Flagged (Unsafe)
NAHARPOLY,249.0,77.26,6812,1696188.0,1,🔴 Flagged (Unsafe)
THEINVEST,99.0,60.98,16960,1679040.0,1,🔴 Flagged (Unsafe)
ESSENTIA,1.32,76.32,1271606,1678519.9200000002,1,🔴 Flagged (Unsafe)
MOMOMENTUM,64.43,69.21,26003,1675373.2900000003,1,🔴 Flagged (Unsafe)
PPAP,222.9,60.73,7458,1662388.2,1,🔴 Flagged (Unsafe)
HDFCSENSEX,92.81,70.66,17753,1647655.93,1,🔴 Flagged (Unsafe)
JAYAGROGN,179.0,82.01,9077,1624783.0,1,🔴 Flagged (Unsafe)
RVHL,40.0,65.14,40311,1612440.0,1,🔴 Flagged (Unsafe)
LOTUSEYE,107.9,56.82,14898,1607494.2000000002,1,🔴 Flagged (Unsafe)
UNITEDTEA,507.5,54.41,3126,1586445.0,1,🔴 Flagged (Unsafe)
CPEDU,202.79,76.0,7674,1556210.46,1,🔴 Flagged (Unsafe)
NILAINFRA,8.01,93.24,191589,1534627.89,1,🔴 Flagged (Unsafe)
LFIC,145.0,53.74,10505,1523225.0,1,🔴 Flagged (Unsafe)
GLOBE,2.69,67.99,564508,1518526.52,1,🔴 Flagged (Unsafe)
CCHHL,13.39,97.39,112280,1503429.2,1,🔴 Flagged (Unsafe)
PRIMO,19.55,55.13,76784,1501127.2,1,🔴 Flagged (Unsafe)
BAIDFIN,11.48,82.27,129226,1483514.48,1,🔴 Flagged (Unsafe)
RADIOCITY,6.03,96.33,244884,1476650.52,1,🔴 Flagged (Unsafe)
AONENIFTY,10.47,69.64,140468,1470699.9600000002,1,🔴 Flagged (Unsafe)
DCMNVL,133.5,87.12,10982,1466097.0,1,🔴 Flagged (Unsafe)
APCL,127.25,62.77,11500,1463375.0,1,🔴 Flagged (Unsafe)
PATINTLOG,10.12,58.75,142576,1442869.1199999999,1,🔴 Flagged (Unsafe)
ORIENTCER,39.3,62.01,36332,1427847.5999999999,1,🔴 Flagged (Unsafe)
MANAKSTEEL,58.5,72.61,24366,1425411.0,1,🔴 Flagged (Unsafe)
IMPAL,1054.1,63.78,1350,1423034.9999999998,1,🔴 Flagged (Unsafe)
SRD,50.9,66.46,27597,1404687.3,1,🔴 Flagged (Unsafe)
AARTECH,43.99,59.16,31868,1401873.32,1,🔴 Flagged (Unsafe)
SADHNANIQ,2.06,99.86,673027,1386435.62,1,🔴 Flagged (Unsafe)
ZENITHSTL,5.41,91.48,255995,1384932.95,1,🔴 Flagged (Unsafe)
AXISHCETF,152.3,88.11,8871,1351053.3,1,🔴 Flagged (Unsafe)
TIGERLOGS,32.43,72.04,41228,1337024.04,1,🔴 Flagged (Unsafe)
DONEAR,89.5,63.53,14865,1330417.5,1,🔴 Flagged (Unsafe)
HDFCPVTBAN,29.5,84.41,44711,1318974.5,1,🔴 Flagged (Unsafe)
TRU,6.8,76.64,193904,1318547.2,1,🔴 Flagged (Unsafe)
BSHSL,88.3,66.56,14928,1318142.4,1,🔴 Flagged (Unsafe)
MOMENTUM,32.2,68.66,40488,1303713.6,1,🔴 Flagged (Unsafe)
MURUDCERA,32.98,56.89,39414,1299873.72,1,🔴 Flagged (Unsafe)
VRAJ,125.0,80.79,10322,1290250.0,1,🔴 Flagged (Unsafe)
JMA,88.55,57.75,14475,1281761.25,1,🔴 Flagged (Unsafe)
INTERNET,12.05,79.39,105035,1265671.75,1,🔴 Flagged (Unsafe)
CALSOFT,12.7,93.06,99223,1260132.0999999999,1,🔴 Flagged (Unsafe)
NATHBIOGEN,149.59,76.43,8395,1255808.05,1,🔴 Flagged (Unsafe)
AIRAN,16.65,61.18,74652,1242955.7999999998,1,🔴 Flagged (Unsafe)
AAKASH,8.5,62.36,146160,1242360.0,1,🔴 Flagged (Unsafe)
BANARISUG,3613.8,77.19,342,1235919.6,1,🔴 Flagged (Unsafe)
DPWIRES,153.5,68.79,8025,1231837.5,1,🔴 Flagged (Unsafe)
SILGO,72.0,54.49,17055,1227960.0,1,🔴 Flagged (Unsafe)
GATECH,0.5,67.95,2450328,1225164.0,1,🔴 Flagged (Unsafe)
AVTNPL,64.57,50.23,18783,1212818.3099999998,1,🔴 Flagged (Unsafe)
SBIETFCON,124.0,51.14,9712,1204288.0,1,🔴 Flagged (Unsafe)
CINELINE,87.5,62.75,13726,1201025.0,1,🔴 Flagged (Unsafe)
CENTEXT,20.35,51.35,58341,1187239.35,1,🔴 Flagged (Unsafe)
SUPERHOUSE,156.22,61.09,7499,1171493.78,1,🔴 Flagged (Unsafe)
BUTTERFLY,600.05,65.0,1937,1162296.8499999999,1,🔴 Flagged (Unsafe)
TIPSFILMS,356.0,60.2,3229,1149524.0,1,🔴 Flagged (Unsafe)
NAHARCAP,237.75,82.06,4834,1149283.5,1,🔴 Flagged (Unsafe)
AARTISURF,404.0,62.01,2843,1148572.0,1,🔴 Flagged (Unsafe)
ITBETA,319.5,80.38,3552,1134864.0,1,🔴 Flagged (Unsafe)
GEEKAYWIRE,25.23,56.71,44978,1134794.94,1,🔴 Flagged (Unsafe)
NEXT50ETF,71.03,92.41,15976,1134775.28,1,🔴 Flagged (Unsafe)
MIDQ50ADD,243.07,80.42,4596,1117149.72,1,🔴 Flagged (Unsafe)
QUAL30IETF,21.0,50.84,52957,1112097.0,1,🔴 Flagged (Unsafe)
MANORG,414.5,86.9,2657,1101326.5,1,🔴 Flagged (Unsafe)
ASAHISONG,215.0,59.32,5118,1100370.0,1,🔴 Flagged (Unsafe)
RUBYMILLS,188.27,73.51,5809,1093660.4300000002,1,🔴 Flagged (Unsafe)
LICNETFGSC,28.86,74.65,37562,1084039.32,1,🔴 Flagged (Unsafe)
ALBERTDAVD,719.0,64.04,1496,1075624.0,1,🔴 Flagged (Unsafe)
ALKALI,66.4,52.67,16192,1075148.8,1,🔴 Flagged (Unsafe)
SILINV,432.2,86.33,2487,1074881.4,1,🔴 Flagged (Unsafe)
MHLXMIRU,173.9,64.66,6127,1065485.3,1,🔴 Flagged (Unsafe)
CROWN,121.9,63.64,8731,1064308.9000000001,1,🔴 Flagged (Unsafe)
ISFT,70.9,58.74,14935,1058891.5,1,🔴 Flagged (Unsafe)
HDFCGROWTH,121.27,54.21,8648,1048742.96,1,🔴 Flagged (Unsafe)
GROWWSC250,9.24,92.62,113324,1047113.76,1,🔴 Flagged (Unsafe)
VIVIMEDLAB,7.55,72.39,137188,1035769.4,1,🔴 Flagged (Unsafe)
UMESLTD,4.24,78.21,243719,1033368.56,1,🔴 Flagged (Unsafe)
HDFCNIF100,27.05,65.76,38092,1030388.6,1,🔴 Flagged (Unsafe)
OSWALAGRO,47.15,71.19,21689,1022636.35,1,🔴 Flagged (Unsafe)
AJOONI,4.53,71.94,223324,1011657.7200000001,1,🔴 Flagged (Unsafe)
FINKURVE,77.79,57.45,12850,999601.5000000001,1,🔴 Flagged (Unsafe)
LAGNAM,74.25,98.81,13432,997326.0,1,🔴 Flagged (Unsafe)
GTL,7.12,74.3,138529,986326.48,1,🔴 Flagged (Unsafe)
CTE,27.65,76.34,34959,966616.35,1,🔴 Flagged (Unsafe)
KOTARISUG,24.68,51.87,38415,948082.2,1,🔴 Flagged (Unsafe)
PLASTIBLEN,148.69,71.88,6363,946114.47,1,🔴 Flagged (Unsafe)
LINC,109.53,78.72,8609,942943.77,1,🔴 Flagged (Unsafe)
GUJAPOLLO,373.2,65.94,2516,938971.2,1,🔴 Flagged (Unsafe)
