symbol,close,delivery_pct,volume,turnover,Score,Label
AJAXENGG,489.0,70.82,82016,40105824.0,1,⚪ Neutral
VENUSPIPES,1080.0,50.91,36810,39754800.0,1,⚪ Neutral
PGHL,5083.0,57.14,7816,39728728.0,1,⚪ Neutral
BAYERCROP,4698.0,58.63,8415,39533670.0,1,⚪ Neutral
RAYMONDREL,429.0,53.05,92058,39492882.0,1,⚪ Neutral
METROBRAND,1050.0,74.84,36787,38626350.0,1,⚪ Neutral
HAPPYFORGE,1345.0,54.12,28709,38613605.0,1,⚪ Neutral
PROZONER,50.73,91.69,755723,38337827.79,1,⚪ Neutral
RITCO,221.0,86.24,173401,38321621.0,1,⚪ Neutral
BMWVENTLTD,61.68,58.52,616274,38011780.32,1,⚪ Neutral
RMDRIP,78.36,88.84,484003,37926475.08,1,⚪ Neutral
BBL,2441.8,52.86,15508,37867434.400000006,1,⚪ Neutral
SCILAL,45.21,63.33,836079,37799131.59,1,⚪ Neutral
HINDOILEXP,131.9,66.81,285265,37626453.5,1,⚪ Neutral
MIDCAPETF,22.53,66.69,1659582,37390382.46,1,⚪ Neutral
VIPCLOTHNG,20.35,50.67,1806435,36760952.25,1,⚪ Neutral
FLAIR,312.5,52.66,117544,36732500.0,1,⚪ Neutral
KOLTEPATIL,356.5,51.01,102945,36699892.5,1,⚪ Neutral
STOVEKRAFT,489.2,54.32,74730,36557916.0,1,⚪ Neutral
TECH,33.12,95.84,1099907,36428919.839999996,1,⚪ Neutral
JUNIPER,215.5,62.77,168306,36269943.0,1,⚪ Neutral
QGOLDHALF,131.0,60.44,276591,36233421.0,1,⚪ Neutral
PDSL,299.75,64.92,120506,36121673.5,1,⚪ Neutral
DISHTV,2.9,57.2,12449727,36104208.3,1,🔴 Flagged (Unsafe)
SAPPHIRE,208.9,50.57,170239,35562927.1,1,⚪ Neutral
LTGILTBEES,29.39,77.39,1197443,35192849.77,1,⚪ Neutral
GROWWDEFNC,81.7,81.56,429546,35093908.2,1,⚪ Neutral
SUNFLAG,248.9,51.95,140492,34968458.800000004,1,⚪ Neutral
AARTIDRUGS,371.25,55.14,94116,34940565.0,1,⚪ Neutral
SUDARSCHEM,885.5,73.14,39431,34916150.5,1,⚪ Neutral
GREENPANEL,209.0,59.22,166835,34868515.0,1,⚪ Neutral
SUPRIYA,663.05,51.43,52416,34754428.8,1,⚪ Neutral
ABINFRA,18.66,65.12,1825194,34058120.04,1,🔴 Flagged (Unsafe)
AAREYDRUGS,78.92,55.57,431039,34017597.88,1,⚪ Neutral
ALEMBICLTD,91.15,54.62,372342,33938973.300000004,1,⚪ Neutral
IPL,158.0,54.72,214388,33873304.0,1,⚪ Neutral
SMARTWORKS,402.0,50.91,84050,33788100.0,1,⚪ Neutral
ORIENTCEM,157.51,55.53,214079,33719583.29,1,⚪ Neutral
STARCEMENT,216.5,64.37,154823,33519179.5,1,⚪ Neutral
FMCGIETF,55.58,60.26,599467,33318375.86,1,⚪ Neutral
VIJAYA,984.0,51.7,33699,33159816.0,1,⚪ Neutral
REDTAPE,121.35,52.07,272051,33013388.849999998,1,⚪ Neutral
ASIANENE,306.4,50.42,105334,32274337.599999998,1,⚪ Neutral
AJMERA,132.9,55.96,241900,32148510.0,1,⚪ Neutral
SRM,418.5,66.82,76642,32074677.0,1,⚪ Neutral
YASHO,1509.0,69.6,20944,31604496.0,1,⚪ Neutral
THELEELA,438.6,55.47,71675,31436655.0,1,⚪ Neutral
HEALTHIETF,154.92,66.2,202210,31326373.2,1,⚪ Neutral
SULA,170.55,50.56,183593,31311786.150000002,1,⚪ Neutral
TCI,1035.3,69.88,30155,31219471.5,1,⚪ Neutral
GULFOILLUB,1098.7,73.53,28378,31178908.6,1,⚪ Neutral
WONDERLA,474.8,68.45,65460,31080408.0,1,⚪ Neutral
MOREALTY,79.9,68.42,388063,31006233.700000003,1,⚪ Neutral
SUNDRMFAST,909.9,66.33,33848,30798295.2,1,⚪ Neutral
RUSTOMJEE,410.0,54.89,74832,30681120.0,1,⚪ Neutral
MICEL,38.0,70.15,807320,30678160.0,1,⚪ Neutral
ASALCBR,803.0,66.66,38183,30660949.0,1,⚪ Neutral
BASF,3525.0,53.67,8698,30660450.0,1,⚪ Neutral
WELENT,493.45,79.3,62066,30626467.7,1,⚪ Neutral
SURYAROSNI,223.95,50.27,136086,30476459.7,1,⚪ Neutral
GANECOS,780.1,61.24,38962,30394256.2,1,⚪ Neutral
SIGMAADV,157.94,68.76,191649,30269043.06,1,⚪ Neutral
WHEELS,909.85,56.51,33176,30185183.6,1,⚪ Neutral
PGHH,11450.0,66.24,2595,29712750.0,1,⚪ Neutral
QUESS,195.9,57.18,150117,29407920.3,1,⚪ Neutral
SFL,551.2,53.93,53156,29299587.200000003,1,⚪ Neutral
MUTHOOTMF,175.99,54.48,164154,28889462.46,1,⚪ Neutral
SUMEETINDS,26.35,65.35,1095015,28853645.25,1,⚪ Neutral
JINDRILL,452.1,52.68,63608,28757176.8,1,⚪ Neutral
ALLCARGO,8.6,52.86,3324700,28592420.0,1,🔴 Flagged (Unsafe)
JTEKTINDIA,141.08,50.56,202528,28572650.240000002,1,⚪ Neutral
AGARWALEYE,449.0,67.63,63393,28463457.0,1,⚪ Neutral
EIFFL,244.95,86.92,115078,28188356.099999998,1,⚪ Neutral
MOL,53.2,50.78,529402,28164186.400000002,1,⚪ Neutral
GATEWAY,58.5,69.55,475884,27839214.0,1,⚪ Neutral
GODIGIT,343.65,56.37,80092,27523615.799999997,1,⚪ Neutral
ENERGY,37.35,65.26,736055,27491654.25,1,⚪ Neutral
GARFIBRES,637.1,52.35,42394,27009217.400000002,1,⚪ Neutral
DIGITIDE,98.0,53.61,275244,26973912.0,1,⚪ Neutral
LUXIND,900.0,73.88,29876,26888400.0,1,⚪ Neutral
CEINSYS,989.0,60.11,26997,26700033.0,1,⚪ Neutral
DHANUKA,1057.0,58.15,25254,26693478.0,1,⚪ Neutral
EXICOM,93.3,62.39,283524,26452789.2,1,⚪ Neutral
SHRIRAMPPS,79.56,58.5,330414,26287737.84,1,⚪ Neutral
TALBROAUTO,260.25,59.24,100681,26202230.25,1,⚪ Neutral
RUSHIL,17.7,56.53,1465603,25941173.099999998,1,🔴 Flagged (Unsafe)
VMART,573.45,52.37,45225,25934276.250000004,1,⚪ Neutral
IFBAGRO,859.0,50.68,29958,25733922.0,1,⚪ Neutral
NUVOCO,331.35,51.79,77520,25686252.0,1,⚪ Neutral
STEELXIND,8.39,56.93,3059757,25671361.23,1,🔴 Flagged (Unsafe)
NIVABUPA,76.5,59.99,334331,25576321.5,1,⚪ Neutral
CEWATER,309.1,75.42,82451,25485604.1,1,⚪ Neutral
IT,33.73,66.68,753592,25418658.159999996,1,⚪ Neutral
AQYLON,1264.3,63.5,20082,25389672.599999998,1,⚪ Neutral
FCL,23.87,53.29,1050784,25082214.080000002,1,⚪ Neutral
SIGNPOST,251.99,85.51,99263,25013283.37,1,⚪ Neutral
BEPL,80.64,61.86,308269,24858812.16,1,⚪ Neutral
ASKAUTOLTD,424.0,56.25,58428,24773472.0,1,⚪ Neutral
FINPIPE,185.45,50.67,133349,24729572.049999997,1,⚪ Neutral
AFIL,7.23,52.29,3354488,24252948.240000002,1,🔴 Flagged (Unsafe)
GROWWPOWER,10.58,91.55,2254136,23848758.88,1,🔴 Flagged (Unsafe)
MWL,265.0,69.19,89776,23790640.0,1,⚪ Neutral
NAVKARCORP,94.9,63.54,249358,23664074.200000003,1,⚪ Neutral
TNPETRO,95.26,52.73,247982,23622765.32,1,⚪ Neutral
OILIETF,12.45,75.8,1890559,23537459.549999997,1,🔴 Flagged (Unsafe)
NELCAST,112.48,52.58,208369,23437345.12,1,⚪ Neutral
HEIDELBERG,163.0,72.31,142211,23180393.0,1,⚪ Neutral
VAL30IETF,16.65,83.66,1381810,23007136.499999996,1,🔴 Flagged (Unsafe)
KRSNAA,642.6,50.74,35688,22933108.8,1,⚪ Neutral
TAJGVK,339.4,63.63,67188,22803607.2,1,⚪ Neutral
PVSL,91.5,76.24,245434,22457211.0,1,⚪ Neutral
VERANDA,184.5,66.58,120885,22303282.5,1,⚪ Neutral
SANGHIIND,61.29,56.16,363369,22270886.009999998,1,⚪ Neutral
STYRENIX,1920.0,67.87,11575,22224000.0,1,⚪ Neutral
ELLEN,233.05,60.63,94980,22135089.0,1,⚪ Neutral
ARVSMART,534.0,52.77,41426,22121484.0,1,⚪ Neutral
ONEPOINT,47.11,56.54,468766,22083566.259999998,1,⚪ Neutral
BOROLTD,236.45,68.98,92963,21981101.349999998,1,⚪ Neutral
ESG,42.95,99.14,504350,21661832.5,1,⚪ Neutral
RAMCOIND,292.0,66.46,73809,21552228.0,1,⚪ Neutral
SUBEXLTD,9.2,56.23,2339452,21522958.4,1,🔴 Flagged (Unsafe)
DOLLAR,288.6,76.81,73787,21294928.200000003,1,⚪ Neutral
PARACABLES,34.37,60.62,612841,21063345.169999998,1,⚪ Neutral
SETFNN50,753.8,65.09,27707,20885536.599999998,1,⚪ Neutral
MCLOUD,25.42,62.11,820880,20866769.6,1,⚪ Neutral
MAHLIFE,369.0,65.58,56091,20697579.0,1,⚪ Neutral
HINDWAREAP,227.99,81.22,90589,20653386.11,1,⚪ Neutral
ICRA,5602.0,54.68,3663,20520126.0,1,⚪ Neutral
PUNJABCHEM,1125.8,55.45,18138,20419760.4,1,⚪ Neutral
MOCAPITAL,47.2,70.16,430017,20296802.400000002,1,⚪ Neutral
VENTIVE,702.9,50.62,28365,19937758.5,1,⚪ Neutral
LICMFGOLD,14194.0,55.46,1383,19630302.0,1,⚪ Neutral
GICHSGFIN,152.7,65.38,127982,19542851.4,1,⚪ Neutral
KIRLOSIND,2817.1,62.88,6915,19480246.5,1,⚪ Neutral
SMCGLOBAL,78.25,53.79,248869,19473999.25,1,⚪ Neutral
STYLAMIND,2220.0,63.81,8732,19385040.0,1,⚪ Neutral
UNIVASTU,66.97,51.48,289387,19380247.39,1,⚪ Neutral
MARATHON,430.0,61.9,44649,19199070.0,1,⚪ Neutral
ROSSARI,494.8,53.78,38477,19038419.6,1,⚪ Neutral
LMW,15500.0,72.13,1227,19018500.0,1,⚪ Neutral
RML,831.0,85.91,22794,18941814.0,1,⚪ Neutral
INFRABEES,997.0,72.75,18938,18881186.0,1,⚪ Neutral
FABTECH,152.35,51.26,123581,18827565.349999998,1,⚪ Neutral
MAFANG,152.08,100.0,121526,18481674.080000002,1,⚪ Neutral
SATIN,155.0,60.71,119227,18480185.0,1,⚪ Neutral
STANLEY,163.0,52.65,112940,18409220.0,1,⚪ Neutral
CAPITALSFB,259.3,77.91,70827,18365441.1,1,⚪ Neutral
OPTIEMUS,415.0,51.62,44248,18362920.0,1,⚪ Neutral
BALMLAWRIE,180.42,60.24,100677,18164144.34,1,⚪ Neutral
HATSUN,902.9,58.15,20001,18058902.9,1,⚪ Neutral
TARMAT,64.89,74.58,278104,18046168.56,1,⚪ Neutral
NRBBEARING,277.0,50.67,65065,18023005.0,1,⚪ Neutral
VSTIND,234.01,61.73,77009,18020876.09,1,⚪ Neutral
SHALBY,156.1,68.03,115352,18006447.2,1,⚪ Neutral
DLINKINDIA,410.55,52.62,43846,18000975.3,1,⚪ Neutral
ARKADE,116.0,51.06,154690,17944040.0,1,⚪ Neutral
SPORTKING,116.5,55.44,153148,17841742.0,1,⚪ Neutral
BBNPPGOLD,152.3,93.18,116419,17730613.700000003,1,⚪ Neutral
SSWL,214.0,66.67,82254,17602356.0,1,⚪ Neutral
DOLATALGO,75.6,63.47,231717,17517805.2,1,⚪ Neutral
BIRLANU,1505.0,62.4,11557,17393285.0,1,⚪ Neutral
CLSEL,277.0,60.75,62543,17324411.0,1,⚪ Neutral
ORICONENT,68.97,58.34,250188,17255466.36,1,⚪ Neutral
MOVALUE,128.77,77.81,133566,17199293.82,1,⚪ Neutral
SALASAR,7.95,50.51,2154832,17130914.400000002,1,🔴 Flagged (Unsafe)
GREENPOWER,9.86,55.14,1736931,17126139.66,1,🔴 Flagged (Unsafe)
ACCELYA,1217.0,53.25,14052,17101284.0,1,⚪ Neutral
EBBETF0430,1575.0,74.45,10832,17060400.0,1,⚪ Neutral
BOSCH-HCIL,1412.0,73.62,12056,17023072.0,1,⚪ Neutral
UNIONGOLD,155.75,97.07,108787,16943575.25,1,⚪ Neutral
STLNETWORK,21.1,56.83,799966,16879282.6,1,⚪ Neutral
MOM100,64.44,54.05,259476,16720633.44,1,⚪ Neutral
VAKRANGEE,6.57,59.02,2533694,16646369.58,1,🔴 Flagged (Unsafe)
ALPHAETF,25.9,70.28,637552,16512596.799999999,1,⚪ Neutral
UNIPARTS,472.0,60.6,34758,16405776.0,1,⚪ Neutral
PSPPROJECT,744.5,53.12,21876,16286682.0,1,⚪ Neutral
MIDCAPIETF,22.8,57.94,706791,16114834.8,1,⚪ Neutral
DCMSHRIRAM,1065.3,56.48,14948,15924104.399999999,1,⚪ Neutral
GNA,420.65,57.73,37697,15857243.049999999,1,⚪ Neutral
BLSE,156.01,52.38,100877,15737820.77,1,⚪ Neutral
TOLINS,112.0,60.92,139474,15621088.0,1,⚪ Neutral
IRMENERGY,232.99,60.16,65898,15353575.020000001,1,⚪ Neutral
UNITECH,4.97,51.81,3067881,15247368.569999998,1,🔴 Flagged (Unsafe)
DEVX,45.21,71.24,333181,15063113.01,1,⚪ Neutral
MONARCH,275.2,58.38,54715,15057568.0,1,⚪ Neutral
FILATEX,43.5,54.53,345852,15044562.0,1,⚪ Neutral
SANSTAR,86.05,74.5,173214,14905064.7,1,⚪ Neutral
SETL,123.0,50.65,120140,14777220.0,1,⚪ Neutral
LAXMIINDIA,94.35,62.22,155780,14697843.0,1,⚪ Neutral
MID150CASE,11.02,51.79,1332638,14685670.76,1,🔴 Flagged (Unsafe)
VINATIORGA,1507.6,58.09,9689,14607136.399999999,1,⚪ Neutral
MOENERGY,37.55,84.71,388423,14585283.649999999,1,⚪ Neutral
DIAMONDYD,1070.0,72.82,13625,14578750.0,1,⚪ Neutral
PRABHA,176.51,67.29,82222,14513005.219999999,1,⚪ Neutral
EXPLEOSOL,770.45,56.88,18768,14459805.600000001,1,⚪ Neutral
MAHKTECH,24.42,84.16,588244,14364918.48,1,⚪ Neutral
PLATIND,226.0,56.28,62981,14233706.0,1,⚪ Neutral
ESABINDIA,5599.0,56.66,2508,14042292.0,1,⚪ Neutral
MHRIL,282.0,53.18,49737,14025834.0,1,⚪ Neutral
SPLPETRO,650.0,54.09,21417,13921050.0,1,⚪ Neutral
GUJTHEM,311.2,64.78,44731,13920287.2,1,⚪ Neutral
AONELIQUID,1048.48,98.24,13209,13849372.32,1,⚪ Neutral
AMANTA,105.2,56.61,131287,13811392.4,1,⚪ Neutral
INDOCO,204.05,80.09,67396,13752153.8,1,⚪ Neutral
IMAGICAA,44.15,52.07,310600,13712990.0,1,⚪ Neutral
ADVENTHTL,197.8,57.87,69312,13709913.600000001,1,⚪ Neutral
PFS,31.15,63.89,434561,13536575.149999999,1,⚪ Neutral
AFFORDABLE,179.51,59.2,75225,13503639.75,1,⚪ Neutral
GROWWLIQID,108.01,55.74,124199,13414733.99,1,⚪ Neutral
NIFTYBETA,281.0,76.46,47662,13393022.0,1,⚪ Neutral
FMGOETZE,409.25,50.72,32711,13386976.75,1,⚪ Neutral
GEOJITFSL,63.55,55.41,209694,13326053.7,1,⚪ Neutral
NIFTY100EW,34.33,94.76,387366,13298274.78,1,⚪ Neutral
TSFINV,415.0,54.75,32012,13284980.0,1,⚪ Neutral
HDFCMID150,22.35,61.55,588487,13152684.450000001,1,⚪ Neutral
SUKHJITS,192.85,78.96,67623,13041095.549999999,1,⚪ Neutral
RAMKY,467.0,65.2,27849,13005483.0,1,⚪ Neutral
MAXESTATES,404.0,69.74,32053,12949412.0,1,⚪ Neutral
TARSONS,192.9,57.85,67115,12946483.5,1,⚪ Neutral
LIQUIDSHRI,1093.6,82.55,11749,12848706.399999999,1,⚪ Neutral
LAOPALA,202.25,65.52,63449,12832560.25,1,⚪ Neutral
GUFICBIO,281.05,59.92,45505,12789180.25,1,⚪ Neutral
IGCL,66.45,69.13,191938,12754280.1,1,⚪ Neutral
VEEDOL,1391.0,60.94,9149,12726259.0,1,⚪ Neutral
URAVIDEF,146.9,81.09,86353,12685255.700000001,1,⚪ Neutral
STUDDS,521.0,80.48,24255,12636855.0,1,⚪ Neutral
TOP100CASE,10.95,73.74,1153771,12633792.45,1,🔴 Flagged (Unsafe)
VLEGOV,13.1,69.02,961282,12592794.2,1,🔴 Flagged (Unsafe)
BODALCHEM,46.6,55.38,269464,12557022.4,1,⚪ Neutral
NIFTYCASE,10.18,58.23,1232852,12550433.36,1,🔴 Flagged (Unsafe)
SUMIT,38.0,59.32,330250,12549500.0,1,⚪ Neutral
VINDHYATEL,1031.2,55.64,12100,12477520.0,1,⚪ Neutral
BHAGYANGR,151.75,51.99,80816,12263828.0,1,⚪ Neutral
HEALTHY,15.42,73.53,784622,12098871.24,1,🔴 Flagged (Unsafe)
RAMRAT,317.0,51.68,37671,11941707.0,1,⚪ Neutral
TERASOFT,366.7,79.24,32416,11886947.2,1,⚪ Neutral
MOM30IETF,32.36,66.11,362630,11734706.799999999,1,⚪ Neutral
WCIL,116.44,78.37,99803,11621061.32,1,⚪ Neutral
DHANBANK,23.99,50.59,479996,11515104.04,1,⚪ Neutral
GROWWRAIL,32.82,69.1,346444,11370292.08,1,⚪ Neutral
GUJALKALI,478.05,67.44,23583,11273853.15,1,⚪ Neutral
BLKASHYAP,48.2,51.25,232361,11199800.200000001,1,⚪ Neutral
XPROINDIA,885.0,58.56,12647,11192595.0,1,⚪ Neutral
EBBETF0431,1399.9,85.25,7977,11167002.3,1,⚪ Neutral
SHAH,4.84,54.24,2306132,11161678.879999999,1,🔴 Flagged (Unsafe)
JAGRAN,64.0,64.45,174193,11148352.0,1,⚪ Neutral
GALAPREC,770.0,66.13,14472,11143440.0,1,⚪ Neutral
RUPA,140.0,51.05,79180,11085200.0,1,⚪ Neutral
CENTURYPLY,762.7,54.81,14474,11039319.8,1,⚪ Neutral
PRSMJOHNSN,125.25,57.02,88029,11025632.25,1,⚪ Neutral
KRISHANA,491.85,50.76,22361,10998257.85,1,⚪ Neutral
ONWARDTEC,276.35,53.22,39629,10951474.15,1,⚪ Neutral
LIQGRWBEES,1029.31,67.96,10635,10946711.85,1,⚪ Neutral
CONTROLPR,656.9,52.06,16645,10934100.5,1,⚪ Neutral
ELIN,130.4,73.89,83277,10859320.8,1,⚪ Neutral
COFFEEDAY,30.63,58.35,353082,10814901.66,1,⚪ Neutral
MANALIPETC,56.45,53.76,190852,10773595.4,1,⚪ Neutral
TIIL,2262.4,50.15,4750,10746400.0,1,⚪ Neutral
GPTHEALTH,127.55,77.69,82763,10556420.65,1,⚪ Neutral
GILT5YBEES,64.47,73.4,160063,10319261.61,1,⚪ Neutral
AGARIND,551.25,60.15,18702,10309477.5,1,⚪ Neutral
KRYSTAL,625.0,85.92,16381,10238125.0,1,⚪ Neutral
GROWWMETAL,11.79,61.18,864291,10189990.889999999,1,🔴 Flagged (Unsafe)
GOCLCORP,259.0,54.97,39283,10174297.0,1,⚪ Neutral
SAURASHCEM,68.3,69.68,148661,10153546.299999999,1,⚪ Neutral
DEFENCE,68.33,97.94,146919,10038975.27,1,⚪ Neutral
SETCO,16.13,82.92,610639,9849607.07,1,🔴 Flagged (Unsafe)
CSLFINANCE,270.65,69.25,36104,9771547.6,1,⚪ Neutral
MOHEALTH,44.92,82.22,216847,9740767.24,1,⚪ Neutral
GRINFRA,980.6,53.06,9893,9701075.8,1,⚪ Neutral
GLOTTIS,48.42,75.0,199584,9663857.280000001,1,⚪ Neutral
MOLDTKPAC,570.85,61.8,16909,9652502.65,1,⚪ Neutral
KCP,159.8,66.52,59656,9533028.8,1,⚪ Neutral
RPEL,719.0,59.2,13129,9439751.0,1,⚪ Neutral
KSOLVES,305.95,52.77,30695,9391135.25,1,⚪ Neutral
SANATHAN,400.0,58.15,23302,9320800.0,1,⚪ Neutral
NEXT50,726.06,64.15,12738,9248552.28,1,⚪ Neutral
VIKASECO,1.4,79.8,6496060,9094484.0,1,🔴 Flagged (Unsafe)
DEN,27.96,50.8,322848,9026830.08,1,⚪ Neutral
WINDLAS,767.0,50.74,11693,8968531.0,1,⚪ Neutral
SARVESHWAR,3.85,64.08,2327491,8960840.35,1,🔴 Flagged (Unsafe)
SONAMLTD,49.9,72.31,178258,8895074.2,1,⚪ Neutral
TASTYBITE,7299.5,62.93,1214,8861593.0,1,⚪ Neutral
OSWALGREEN,27.1,56.39,326409,8845683.9,1,⚪ Neutral
TINNARUBR,719.5,56.77,12241,8807399.5,1,⚪ Neutral
AFSL,201.0,72.49,43754,8794554.0,1,⚪ Neutral
MULTICAP,16.28,66.14,532177,8663841.56,1,🔴 Flagged (Unsafe)
DIGISPICE,19.18,79.17,449280,8617190.4,1,🔴 Flagged (Unsafe)
HDFCPSUBK,99.7,55.44,86370,8611089.0,1,⚪ Neutral
KALPATARU,333.5,53.77,25814,8608969.0,1,⚪ Neutral
BANKETF,619.69,81.97,13868,8593860.92,1,⚪ Neutral
VSSL,263.0,53.93,32670,8592210.0,1,⚪ Neutral
BETA,1040.0,56.38,8221,8549840.0,1,⚪ Neutral
SBILIQETF,1028.29,88.69,8269,8502930.01,1,⚪ Neutral
ABCOTS,408.0,64.64,20649,8424792.0,1,⚪ Neutral
GALAXYSURF,1965.0,63.56,4287,8423955.0,1,⚪ Neutral
ORIENTPPR,18.85,66.82,446382,8414300.700000001,1,🔴 Flagged (Unsafe)
BLUSPRING,52.99,67.41,158445,8396000.55,1,⚪ Neutral
KABRAEXTRU,250.1,55.75,33522,8383852.2,1,⚪ Neutral
IVZINGOLD,13740.0,69.74,608,8353920.0,1,⚪ Neutral
LIQUIDSBI,1000.01,67.92,8353,8353083.53,1,⚪ Neutral
ASMS,10.45,63.94,792180,8278280.999999999,1,🔴 Flagged (Unsafe)
NARMADA,33.0,84.23,250185,8256105.0,1,⚪ Neutral
RADIANTCMS,37.11,72.19,219908,8160785.88,1,⚪ Neutral
MAKEINDIA,162.24,86.18,50271,8155967.04,1,⚪ Neutral
KAMATHOTEL,189.85,57.49,42941,8152348.85,1,⚪ Neutral
CLEDUCATE,40.45,64.66,201345,8144405.250000001,1,⚪ Neutral
CENTRUM,24.19,52.11,335940,8126388.600000001,1,⚪ Neutral
PSUBANKADD,99.35,73.51,81710,8117888.5,1,⚪ Neutral
KHAICHEM,56.9,50.9,142285,8096016.5,1,⚪ Neutral
GOLDBND,158.38,72.53,50494,7997239.72,1,⚪ Neutral
PAKKA,89.55,58.53,88916,7962427.8,1,⚪ Neutral
TTKPRESTIG,527.0,58.8,14920,7862840.0,1,⚪ Neutral
SUDARCOLOR,350.0,70.47,22401,7840350.0,1,⚪ Neutral
IRIS,252.0,69.85,31080,7832160.0,1,⚪ Neutral
EIMCOELECO,1611.0,57.63,4819,7763409.0,1,⚪ Neutral
ORIENTBELL,308.0,63.63,25129,7739732.0,1,⚪ Neutral
EXCELINDUS,980.0,76.21,7866,7708680.0,1,⚪ Neutral
NSIL,5912.0,57.85,1255,7419560.0,1,⚪ Neutral
AXISNIFTY,280.74,94.67,26426,7418835.24,1,⚪ Neutral
SML100CASE,9.7,78.61,759622,7368333.399999999,1,🔴 Flagged (Unsafe)
CONSUMBEES,130.37,57.43,56428,7356518.36,1,⚪ Neutral
RKSWAMY,98.25,78.53,74712,7340454.0,1,⚪ Neutral
CONFIPET,32.1,58.02,228395,7331479.5,1,⚪ Neutral
20MICRONS,175.24,56.97,41724,7311713.760000001,1,⚪ Neutral
RAMANEWS,37.82,52.45,193002,7299335.64,1,⚪ Neutral
INTENTECH,100.06,55.08,72606,7264956.36,1,⚪ Neutral
UFBL,243.6,63.93,29739,7244420.399999999,1,⚪ Neutral
AVROIND,132.8,74.75,54528,7241318.4,1,⚪ Neutral
GHCLTEXTIL,77.0,63.17,93861,7227297.0,1,⚪ Neutral
DVL,252.0,55.0,28593,7205436.0,1,⚪ Neutral
BBETF0432,1320.06,98.07,5451,7195647.06,1,⚪ Neutral
INDORAMA,35.83,73.59,199927,7163384.409999999,1,⚪ Neutral
SBIBPB,57.12,52.02,124664,7120807.68,1,⚪ Neutral
NIF100BEES,277.63,92.22,25553,7094279.39,1,⚪ Neutral
3IINFOLTD,13.95,78.14,508412,7092347.399999999,1,🔴 Flagged (Unsafe)
ARROWGREEN,409.9,61.7,17254,7072414.6,1,⚪ Neutral
JUBLCPL,1864.4,59.72,3766,7021330.4,1,⚪ Neutral
DENORA,679.0,72.05,10313,7002527.0,1,⚪ Neutral
MIDSMALL,47.71,66.41,144264,6882835.44,1,⚪ Neutral
AXISVALUE,34.87,86.19,195965,6833299.55,1,⚪ Neutral
BHAGCHEM,204.5,50.63,33241,6797784.5,1,⚪ Neutral
BSLNIFTY,29.74,58.35,226926,6748779.239999999,1,⚪ Neutral
AURUM,180.0,57.82,37479,6746220.0,1,⚪ Neutral
NURECA,300.0,61.89,22346,6703800.0,1,⚪ Neutral
PYRAMID,147.88,83.18,45298,6698668.24,1,⚪ Neutral
KKCL,508.85,65.78,13146,6689342.100000001,1,⚪ Neutral
IGPL,360.0,67.98,18482,6653520.0,1,⚪ Neutral
DCMSRIND,35.57,61.41,186722,6641701.54,1,⚪ Neutral
INFRAIETF,99.06,52.67,66881,6625231.86,1,⚪ Neutral
HDFCMOMENT,32.15,82.39,204952,6589206.8,1,⚪ Neutral
EXXARO,7.83,91.07,840200,6578766.0,1,🔴 Flagged (Unsafe)
PANAMAPET,282.3,53.24,23215,6553594.5,1,⚪ Neutral
UNICHEMLAB,355.0,56.08,18336,6509280.0,1,⚪ Neutral
REMSONSIND,111.53,54.08,57993,6467959.29,1,⚪ Neutral
FINIETF,32.7,85.29,197654,6463285.800000001,1,⚪ Neutral
MASPTOP50,70.33,85.2,91655,6446096.149999999,1,⚪ Neutral
GANESHBE,83.2,54.29,77395,6439264.0,1,⚪ Neutral
SINCLAIR,74.12,59.74,86493,6410861.16,1,⚪ Neutral
MONIFTY500,23.9,64.99,267008,6381491.199999999,1,⚪ Neutral
UFLEX,477.0,65.28,13281,6335037.0,1,⚪ Neutral
MUFTI,85.11,60.57,74406,6332694.66,1,⚪ Neutral
PIGL,107.0,76.64,59085,6322095.0,1,⚪ Neutral
TNIDETF,83.75,62.43,75433,6317513.75,1,⚪ Neutral
COMMOIETF,102.35,58.45,61311,6275180.85,1,⚪ Neutral
MONQ50,99.19,58.93,63210,6269799.899999999,1,⚪ Neutral
SENSEXIETF,940.5,73.12,6567,6176263.5,1,⚪ Neutral
SIMPLEXINF,203.9,74.98,30204,6158595.600000001,1,⚪ Neutral
EMAMIPAP,87.19,83.04,70486,6145674.34,1,⚪ Neutral
SINDHUTRAD,25.37,60.43,240997,6114093.890000001,1,⚪ Neutral
INSECTICID,623.0,62.14,9786,6096678.0,1,⚪ Neutral
TOP10ADD,95.2,67.89,63892,6082518.4,1,⚪ Neutral
INNOVANA,416.0,77.83,14580,6065280.0,1,⚪ Neutral
TVTODAY,125.25,68.82,48329,6053207.25,1,⚪ Neutral
SURAKSHA,271.2,51.21,22242,6032030.399999999,1,⚪ Neutral
BIGBLOC,50.5,64.08,119428,6031114.0,1,⚪ Neutral
SUMMITSEC,1690.0,53.23,3564,6023160.0,1,⚪ Neutral
MIDCAP,173.01,51.86,34200,5916942.0,1,⚪ Neutral
MODISONLTD,137.5,71.59,41864,5756300.0,1,⚪ Neutral
OMAXE,78.78,55.09,72955,5747394.9,1,⚪ Neutral
EVINDIA,31.24,70.76,183876,5744286.239999999,1,⚪ Neutral
FOODSIN,60.45,63.07,94982,5741661.9,1,⚪ Neutral
