symbol,series,DATE1,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct,date
AAVAS,EQ,23-Feb-2026,1280.0,1291.6,1291.6,1264.2,1280.0,1285.4,1275.83,181284,2312.87,14237,114515,63.17,2026-02-23
ABB,EQ,23-Feb-2026,5987.0,6090.0,6090.0,5775.0,5906.0,5917.5,5916.56,831004,49166.82,77824,168581,20.29,2026-02-23
ABBOTINDIA,EQ,23-Feb-2026,26295.0,26415.0,26515.0,26240.0,26425.0,26470.0,26462.76,4509,1193.21,2808,3049,67.62,2026-02-23
ABCAPITAL,EQ,23-Feb-2026,344.85,346.15,350.95,342.85,346.5,346.2,346.74,8310977,28817.46,43778,5077366,61.09,2026-02-23
ABCOTS,EQ,23-Feb-2026,419.15,437.0,437.0,421.05,422.0,425.0,424.62,19107,81.13,383,11877,62.16,2026-02-23
ABDL,EQ,23-Feb-2026,500.8,505.0,508.0,498.15,500.05,501.45,502.32,115769,581.54,6188,53424,46.15,2026-02-23
ABFRL,EQ,23-Feb-2026,69.85,69.8,72.45,69.0,69.65,69.64,70.38,3678544,2588.9,21548,1594053,43.33,2026-02-23
ABGSEC,EQ,23-Feb-2026,112.22,112.22,112.34,112.01,112.01,112.01,112.14,82,0.09,6,41,50.0,2026-02-23
ABINFRA,EQ,23-Feb-2026,21.68,23.56,23.56,20.26,20.9,20.82,21.06,6125700,1290.24,8068,4182443,68.28,2026-02-23
ABLBL,EQ,23-Feb-2026,106.49,108.34,108.34,105.71,106.11,106.68,106.77,458882,489.95,7400,235843,51.4,2026-02-23
ABREL,EQ,23-Feb-2026,1300.9,1301.0,1317.5,1292.1,1303.0,1304.6,1301.83,70262,914.69,8989,32506,46.26,2026-02-23
ABSLAMC,EQ,23-Feb-2026,917.9,926.0,934.6,906.1,918.0,919.05,919.71,527929,4855.41,30133,226441,42.89,2026-02-23
ABSLBANETF,EQ,23-Feb-2026,62.46,62.18,62.99,62.18,62.6,62.57,62.63,30891,19.35,657,23411,75.79,2026-02-23
ABSLLIQUID,EQ,23-Feb-2026,999.99,1000.01,1000.01,999.99,1000.0,1000.0,1000.0,2730,27.3,33,1630,59.71,2026-02-23
ABSLMSCIN,EQ,23-Feb-2026,30.27,31.25,32.69,30.16,30.22,30.24,30.83,646,0.2,42,454,70.28,2026-02-23
ABSLNN50ET,EQ,23-Feb-2026,72.8,71.97,73.3,71.97,72.97,72.98,72.94,6358,4.64,275,5383,84.66,2026-02-23
ABSLPSE,EQ,23-Feb-2026,10.7,10.7,10.85,10.6,10.75,10.71,10.71,502082,53.76,693,294647,58.69,2026-02-23
ACC,EQ,23-Feb-2026,1612.6,1628.7,1628.8,1611.0,1621.5,1618.8,1618.96,96024,1554.59,8873,42811,44.58,2026-02-23
ACCELYA,EQ,23-Feb-2026,1183.0,1194.0,1194.0,1160.3,1161.0,1166.4,1171.17,13669,160.09,1326,9164,67.04,2026-02-23
ACCURACY,EQ,23-Feb-2026,4.93,5.14,5.2,4.9,4.99,4.94,5.01,91739,4.59,521,60105,65.52,2026-02-23
ACE,EQ,23-Feb-2026,864.15,869.0,885.95,866.9,876.0,877.35,876.41,137746,1207.21,9947,56085,40.72,2026-02-23
ACEINTEG,EQ,23-Feb-2026,19.23,19.0,19.14,18.64,19.14,19.02,19.01,1114,0.21,28,1084,97.31,2026-02-23
ACI,EQ,23-Feb-2026,559.8,564.3,569.1,557.3,558.9,564.0,564.32,60740,342.77,3811,20886,34.39,2026-02-23
ACL,EQ,23-Feb-2026,55.49,56.01,57.0,52.35,55.27,54.36,55.49,31062,17.24,408,23981,77.2,2026-02-23
ACMESOLAR,EQ,23-Feb-2026,231.61,232.0,234.35,230.1,232.29,231.49,232.7,301566,701.75,8517,141150,46.81,2026-02-23
ACUTAAS,EQ,23-Feb-2026,2106.5,2123.6,2156.9,2115.0,2138.5,2146.8,2140.53,337347,7221.01,50731,191629,56.8,2026-02-23
ADANIENSOL,EQ,23-Feb-2026,998.1,1003.1,1010.0,993.15,1001.9,1003.8,1003.35,1266712,12709.58,29353,631163,49.83,2026-02-23
ADANIENT,EQ,23-Feb-2026,2160.8,2180.0,2203.0,2155.3,2186.7,2191.0,2185.3,1103960,24124.82,41831,301580,27.32,2026-02-23
ADANIGREEN,EQ,23-Feb-2026,968.25,978.25,987.55,962.0,970.3,970.35,974.25,1188654,11580.42,26487,247037,20.78,2026-02-23
ADANIPORTS,EQ,23-Feb-2026,1511.5,1511.0,1564.5,1510.8,1554.0,1555.8,1550.49,3113728,48278.06,98084,942407,30.27,2026-02-23
ADANIPOWER,EQ,23-Feb-2026,142.7,145.15,145.69,142.7,143.75,144.05,143.98,9098843,13100.84,72073,3309648,36.37,2026-02-23
ADFFOODS,EQ,23-Feb-2026,226.51,228.0,235.0,227.0,227.49,227.82,230.24,145557,335.13,4608,45648,31.36,2026-02-23
ADL,EQ,23-Feb-2026,71.42,70.01,71.01,68.0,69.21,69.21,69.52,218,0.15,30,209,95.87,2026-02-23
ADOR,EQ,23-Feb-2026,1081.7,1085.9,1109.9,1065.3,1069.0,1073.4,1085.23,15337,166.44,2267,6999,45.63,2026-02-23
ADROITINFO,EQ,23-Feb-2026,9.43,9.97,9.97,9.35,9.54,9.39,9.65,22822,2.2,187,13190,57.8,2026-02-23
ADSL,EQ,23-Feb-2026,124.76,124.76,125.89,121.05,122.3,121.82,122.69,135153,165.82,2822,66760,49.4,2026-02-23
ADVAIT,EQ,23-Feb-2026,1736.9,1751.1,1770.0,1692.4,1710.0,1700.4,1727.26,18452,318.71,2621,10733,58.17,2026-02-23
ADVANCE,EQ,23-Feb-2026,134.56,132.97,137.69,129.5,130.0,131.07,133.27,470006,626.36,3177,305012,64.9,2026-02-23
ADVANIHOTR,EQ,23-Feb-2026,55.06,55.05,55.88,55.0,55.0,55.11,55.41,26955,14.94,670,16331,60.59,2026-02-23
ADVENTHTL,EQ,23-Feb-2026,210.26,212.0,212.01,202.5,203.05,204.73,206.45,58151,120.05,1262,29695,51.07,2026-02-23
ADVENZYMES,EQ,23-Feb-2026,312.95,313.1,319.2,305.1,313.0,313.9,313.6,194729,610.67,5273,90530,46.49,2026-02-23
AEGISLOG,EQ,23-Feb-2026,693.05,691.0,707.0,691.0,707.0,702.4,700.81,241366,1691.52,9658,150531,62.37,2026-02-23
AEGISVOPAK,EQ,23-Feb-2026,210.78,214.24,231.85,213.4,230.0,229.03,229.43,5491670,12599.37,39639,769784,14.02,2026-02-23
AEQUS,EQ,23-Feb-2026,144.74,145.0,145.01,138.48,139.94,139.22,140.97,736986,1038.95,9971,369507,50.14,2026-02-23
AEROENTER,EQ,23-Feb-2026,78.61,78.61,79.6,77.91,79.6,78.95,78.64,173935,136.78,1264,59872,34.42,2026-02-23
AEROFLEX,EQ,23-Feb-2026,223.3,223.5,229.48,216.35,221.0,220.23,222.02,1414201,3139.83,17659,463657,32.79,2026-02-23
AERONEU,EQ,23-Feb-2026,70.04,69.64,71.49,69.05,69.05,69.24,70.84,18202,12.89,354,5591,30.72,2026-02-23
AETHER,EQ,23-Feb-2026,966.2,970.0,983.9,961.5,965.0,968.3,972.71,71520,695.68,6950,29610,41.4,2026-02-23
AFCONS,EQ,23-Feb-2026,320.0,320.0,321.85,311.55,312.7,312.9,314.45,260828,820.16,10955,148095,56.78,2026-02-23
AFFLE,EQ,23-Feb-2026,1486.2,1500.0,1527.7,1499.0,1508.0,1509.6,1511.52,217555,3288.39,17143,133975,61.58,2026-02-23
AFFORDABLE,EQ,23-Feb-2026,204.39,200.15,207.27,196.36,202.35,198.28,201.1,33509,67.39,966,15135,45.17,2026-02-23
AFIL,EQ,23-Feb-2026,5.88,6.19,7.05,5.94,7.05,7.05,6.86,14317992,982.14,8517,7428150,51.88,2026-02-23
AFSL,EQ,23-Feb-2026,201.02,204.0,210.21,201.03,201.21,202.45,206.63,40363,83.4,919,23560,58.37,2026-02-23
AGARIND,EQ,23-Feb-2026,608.7,601.0,618.8,579.85,584.0,581.95,590.41,38668,228.3,2075,25001,64.66,2026-02-23
AGARWALEYE,EQ,23-Feb-2026,445.9,448.0,448.7,436.0,438.05,441.7,443.18,74321,329.38,4435,33083,44.51,2026-02-23
AGI,EQ,23-Feb-2026,573.25,580.0,593.9,566.6,568.35,568.55,575.66,104258,600.17,8302,48273,46.3,2026-02-23
AGIIL,EQ,23-Feb-2026,273.85,274.0,290.6,270.35,275.0,275.45,280.78,2627969,7378.74,24436,482236,18.35,2026-02-23
AGROPHOS,EQ,23-Feb-2026,34.7,34.39,34.98,33.8,34.51,34.12,34.16,76952,26.29,178,70613,91.76,2026-02-23
AHCL,EQ,23-Feb-2026,120.13,120.57,122.7,112.06,115.35,116.27,115.83,121548,140.79,1898,65342,53.76,2026-02-23
AHLADA,EQ,23-Feb-2026,48.02,48.02,48.02,46.01,46.25,46.36,46.8,18100,8.47,270,16160,89.28,2026-02-23
AHLEAST,EQ,23-Feb-2026,160.56,160.56,161.8,157.0,158.0,158.06,159.39,3608,5.75,101,2716,75.28,2026-02-23
AHLUCONT,EQ,23-Feb-2026,805.75,805.75,821.0,802.5,806.5,805.45,809.76,59014,477.87,5485,27991,47.43,2026-02-23
AIAENG,EQ,23-Feb-2026,3949.0,3955.5,3955.6,3812.3,3835.0,3833.7,3862.14,43481,1679.3,9379,26017,59.84,2026-02-23
AIIL,EQ,23-Feb-2026,506.0,513.5,513.5,499.0,499.05,502.5,501.83,192030,963.67,11913,99369,51.75,2026-02-23
AIRAN,EQ,23-Feb-2026,17.58,17.66,17.97,17.1,17.28,17.2,17.36,67990,11.8,473,51222,75.34,2026-02-23
AIROLAM,EQ,23-Feb-2026,92.26,94.15,97.99,92.0,92.62,92.67,92.68,3272,3.03,106,2159,65.98,2026-02-23
AJANTPHARM,EQ,23-Feb-2026,2939.4,2940.0,2990.0,2936.7,2975.0,2978.4,2973.61,207598,6173.16,40531,156836,75.55,2026-02-23
AJAXENGG,EQ,23-Feb-2026,488.45,495.0,496.55,486.05,491.0,491.0,490.96,42881,210.53,2970,22389,52.21,2026-02-23
AJMERA,EQ,23-Feb-2026,138.84,139.95,141.5,133.4,134.49,133.88,135.58,245467,332.81,3408,125586,51.16,2026-02-23
AJOONI,EQ,23-Feb-2026,4.81,4.76,4.91,4.76,4.77,4.78,4.84,321655,15.55,548,182948,56.88,2026-02-23
AKASH,EQ,23-Feb-2026,27.82,29.47,29.47,26.21,26.9,27.33,27.43,30534,8.38,291,15335,50.22,2026-02-23
AKG,EQ,23-Feb-2026,14.19,14.8,14.9,14.03,14.56,14.34,14.65,31680,4.64,150,22993,72.58,2026-02-23
AKI,EQ,23-Feb-2026,6.05,6.05,6.2,5.95,6.2,6.1,6.08,32232,1.96,171,26702,82.84,2026-02-23
AKSHAR,EQ,23-Feb-2026,0.46,0.48,0.48,0.45,0.46,0.45,0.46,2286374,10.57,658,1419126,62.07,2026-02-23
AKSHARCHEM,EQ,23-Feb-2026,221.4,219.0,223.74,218.81,220.2,220.2,220.77,168,0.37,30,90,53.57,2026-02-23
AKSHOPTFBR,EQ,23-Feb-2026,5.04,5.09,5.09,4.71,4.75,4.8,4.9,262927,12.88,839,195732,74.44,2026-02-23
AKUMS,EQ,23-Feb-2026,478.35,480.1,482.9,468.9,474.0,474.45,475.08,132444,629.21,6094,62464,47.16,2026-02-23
AKZOINDIA,EQ,23-Feb-2026,3054.4,3079.0,3097.7,3042.4,3068.8,3086.1,3073.29,25068,770.41,5008,14741,58.8,2026-02-23
ALANKIT,EQ,23-Feb-2026,9.17,9.0,9.49,9.0,9.49,9.19,9.17,249138,22.84,909,151478,60.8,2026-02-23
ALBERTDAVD,EQ,23-Feb-2026,725.7,725.75,728.85,719.0,719.0,721.55,723.94,809,5.86,98,488,60.32,2026-02-23
ALEMBICLTD,EQ,23-Feb-2026,93.96,94.05,95.9,93.96,94.85,94.76,94.83,146139,138.58,1972,82304,56.32,2026-02-23
ALGOQUANT,EQ,23-Feb-2026,58.04,59.0,62.24,57.8,59.8,60.15,59.81,2023907,1210.49,4760,348009,17.19,2026-02-23
ALICON,EQ,23-Feb-2026,802.35,806.3,825.0,791.0,800.05,804.4,806.0,10335,83.3,1137,5552,53.72,2026-02-23
ALIVUS,EQ,23-Feb-2026,910.95,913.85,925.0,897.1,901.15,903.35,904.81,51230,463.53,7486,23092,45.08,2026-02-23
ALKALI,EQ,23-Feb-2026,70.13,70.5,70.54,68.65,69.9,69.8,69.54,3397,2.36,106,2049,60.32,2026-02-23
ALKEM,EQ,23-Feb-2026,5392.0,5415.0,5504.0,5395.5,5487.0,5490.5,5468.23,139365,7620.8,20587,80607,57.84,2026-02-23
ALKYLAMINE,EQ,23-Feb-2026,1516.6,1524.0,1527.4,1506.0,1510.0,1512.2,1514.5,26873,406.99,3667,13732,51.1,2026-02-23
ALLCARGO,EQ,23-Feb-2026,8.78,9.02,9.03,8.6,8.62,8.64,8.79,5557425,488.32,12006,3046013,54.81,2026-02-23
ALLDIGI,EQ,23-Feb-2026,852.95,852.95,861.5,810.1,839.0,825.45,830.75,12000,99.69,2778,7697,64.14,2026-02-23
ALLTIME,EQ,23-Feb-2026,246.84,246.84,250.0,244.82,248.0,248.05,247.55,23821,58.97,923,15710,65.95,2026-02-23
ALMONDZ,EQ,23-Feb-2026,15.39,15.6,16.25,15.27,15.97,15.83,15.86,300327,47.64,851,239815,79.85,2026-02-23
ALOKINDS,EQ,23-Feb-2026,14.72,14.95,15.32,14.6,14.79,14.78,14.87,6916032,1028.66,10702,1678345,24.27,2026-02-23
ALPA,EQ,23-Feb-2026,66.91,66.91,69.94,66.91,68.45,68.18,67.9,14883,10.11,242,9874,66.34,2026-02-23
ALPHA,EQ,23-Feb-2026,48.82,49.38,49.38,48.63,48.92,48.94,48.9,1000604,489.3,2883,514954,51.46,2026-02-23
ALPHAETF,EQ,23-Feb-2026,25.63,25.75,25.75,25.52,25.59,25.63,25.61,272571,69.81,858,162927,59.77,2026-02-23
ALPHAGEO,EQ,23-Feb-2026,207.22,208.81,212.0,201.75,204.99,203.22,206.24,4569,9.42,247,3163,69.23,2026-02-23
ALPL30IETF,EQ,23-Feb-2026,28.31,28.32,28.52,28.3,28.49,28.49,28.47,426852,121.51,1858,371872,87.12,2026-02-23
AMAGI,EQ,23-Feb-2026,410.75,412.05,415.9,397.6,399.0,400.7,403.0,284788,1147.71,9780,143749,50.48,2026-02-23
AMANTA,EQ,23-Feb-2026,105.46,107.38,107.38,103.25,104.0,104.34,104.6,23017,24.08,388,15499,67.34,2026-02-23
AMBER,EQ,23-Feb-2026,7650.5,7675.0,7859.0,7675.0,7750.0,7770.0,7803.96,332977,25985.41,38321,161207,48.41,2026-02-23
AMBICAAGAR,EQ,23-Feb-2026,25.02,25.0,26.88,24.66,25.74,25.28,25.54,8127,2.08,216,6989,86.0,2026-02-23
AMBIKCO,EQ,23-Feb-2026,1400.5,1401.3,1430.0,1392.2,1404.0,1402.0,1404.8,8355,117.37,1060,4671,55.91,2026-02-23
AMBUJACEM,EQ,23-Feb-2026,512.0,512.0,518.65,510.75,515.8,515.3,514.25,926117,4762.58,15390,450234,48.62,2026-02-23
AMDIND,EQ,23-Feb-2026,43.11,43.11,43.11,41.25,42.0,41.94,41.95,7105,2.98,141,5603,78.86,2026-02-23
AMJLAND,EQ,23-Feb-2026,40.57,39.62,41.51,39.62,41.4,41.12,40.82,20230,8.26,538,7936,39.23,2026-02-23
AMNPLST,EQ,23-Feb-2026,164.26,164.26,166.0,162.0,162.1,162.6,164.2,3860,6.34,103,2921,75.67,2026-02-23
AMRUTANJAN,EQ,23-Feb-2026,616.25,619.3,619.95,600.0,604.0,603.7,606.12,7364,44.63,848,4846,65.81,2026-02-23
ANANDRATHI,EQ,23-Feb-2026,3017.4,3037.0,3078.0,3013.0,3064.1,3067.6,3050.9,150233,4583.47,12549,101128,67.31,2026-02-23
ANANTRAJ,EQ,23-Feb-2026,548.7,553.1,553.35,542.0,548.85,547.65,547.4,1225217,6706.8,23110,356693,29.11,2026-02-23
ANDHRAPAP,EQ,23-Feb-2026,68.31,68.01,69.0,67.95,68.98,68.51,68.28,102897,70.26,1312,64068,62.26,2026-02-23
ANDHRSUGAR,EQ,23-Feb-2026,71.98,71.98,72.59,71.4,71.65,71.7,71.86,56966,40.94,693,33341,58.53,2026-02-23
ANGELONE,EQ,23-Feb-2026,2496.3,2524.0,2530.0,2468.0,2490.0,2491.3,2493.34,526335,13123.34,30557,168174,31.95,2026-02-23
ANIKINDS,EQ,23-Feb-2026,47.29,47.29,49.48,47.11,47.12,47.42,47.62,3767,1.79,54,2099,55.72,2026-02-23
ANMOL,EQ,23-Feb-2026,12.02,11.9,12.24,11.56,12.1,12.17,11.99,22592,2.71,288,14151,62.64,2026-02-23
ANTELOPUS,EQ,23-Feb-2026,612.3,612.3,614.55,582.6,588.0,589.85,597.49,225439,1346.98,9247,61367,27.22,2026-02-23
ANTGRAPHIC,EQ,23-Feb-2026,0.89,0.91,0.93,0.89,0.93,0.9,0.9,144210,1.3,187,136045,94.34,2026-02-23
ANTHEM,EQ,23-Feb-2026,681.9,685.3,697.95,681.6,696.9,696.35,693.37,166694,1155.8,13426,88448,53.06,2026-02-23
ANUHPHR,EQ,23-Feb-2026,74.99,75.05,75.06,73.2,73.2,73.67,74.2,107678,79.9,925,85210,79.13,2026-02-23
ANUP,EQ,23-Feb-2026,1700.5,1713.0,1749.0,1697.5,1725.1,1729.5,1728.47,34713,600.0,5232,14824,42.7,2026-02-23
ANURAS,EQ,23-Feb-2026,1285.0,1290.0,1291.1,1265.0,1286.0,1283.2,1279.42,107056,1369.69,5280,60489,56.5,2026-02-23
AONEGOLD,EQ,23-Feb-2026,14.34,14.78,14.78,14.57,14.64,14.62,14.64,1293670,189.44,3887,898569,69.46,2026-02-23
AONELIQUID,EQ,23-Feb-2026,1047.95,1048.1,1048.1,1048.08,1048.09,1048.09,1048.09,11454,120.05,107,7588,66.25,2026-02-23
AONENIFTY,EQ,23-Feb-2026,10.48,10.74,10.83,10.42,10.52,10.53,10.53,220352,23.21,2658,123933,56.24,2026-02-23
AONETMMQ50,EQ,23-Feb-2026,9.76,9.8,9.9,9.74,9.79,9.78,9.77,78499,7.67,290,67268,85.69,2026-02-23
AONETOTAL,EQ,23-Feb-2026,11.8,12.16,12.16,11.78,11.87,11.84,11.86,319152,37.85,2278,199148,62.4,2026-02-23
APARINDS,EQ,23-Feb-2026,10519.0,10600.0,10942.0,10416.0,10653.5,10690.0,10746.86,231347,24862.54,55155,75563,32.66,2026-02-23
APCL,EQ,23-Feb-2026,131.93,128.5,137.81,128.1,131.6,129.97,131.0,7400,9.69,308,3750,50.68,2026-02-23
APCOTEXIND,EQ,23-Feb-2026,369.55,369.5,376.0,363.1,370.0,370.6,369.35,15514,57.3,1025,9046,58.31,2026-02-23
APEX,EQ,23-Feb-2026,437.55,452.0,463.0,432.0,440.0,443.1,444.62,2690852,11964.09,34161,229546,8.53,2026-02-23
APLAPOLLO,EQ,23-Feb-2026,2187.5,2190.6,2219.1,2184.8,2187.0,2191.5,2195.6,377562,8289.77,35791,213294,56.49,2026-02-23
APLLTD,EQ,23-Feb-2026,763.05,765.0,774.9,763.0,774.9,769.35,769.08,23535,181.0,3441,12327,52.38,2026-02-23
APOLLO,EQ,23-Feb-2026,232.95,235.0,235.6,228.1,231.3,230.6,231.0,1578079,3645.29,21710,592971,37.58,2026-02-23
APOLLOHOSP,EQ,23-Feb-2026,7615.5,7680.0,7710.0,7615.5,7698.0,7693.0,7664.88,399710,30637.29,36935,303140,75.84,2026-02-23
APOLLOPIPE,EQ,23-Feb-2026,332.5,332.5,336.25,326.0,329.65,329.95,330.03,334453,1103.8,4129,256803,76.78,2026-02-23
APOLLOTYRE,EQ,23-Feb-2026,455.35,457.7,457.85,440.5,455.65,453.5,447.61,1568200,7019.49,44531,709832,45.26,2026-02-23
APOLSINHOT,EQ,23-Feb-2026,1278.0,1308.0,1308.0,1256.0,1270.6,1265.3,1267.2,287,3.64,76,140,48.78,2026-02-23
APTECHT,EQ,23-Feb-2026,92.95,93.1,93.6,91.17,92.19,91.57,91.94,87382,80.34,1683,37520,42.94,2026-02-23
APTUS,EQ,23-Feb-2026,241.9,243.9,249.95,242.1,243.7,243.7,244.58,2153830,5267.93,26370,1445140,67.1,2026-02-23
AQYLON,EQ,23-Feb-2026,1469.3,1452.0,1488.0,1395.9,1395.9,1396.5,1405.85,49371,694.08,1566,38947,78.89,2026-02-23
ARCHIDPLY,EQ,23-Feb-2026,83.47,84.0,86.87,83.52,84.1,84.08,84.56,2869,2.43,119,2278,79.4,2026-02-23
ARCHIES,EQ,23-Feb-2026,15.93,15.52,16.19,15.52,15.64,15.66,15.89,8284,1.32,141,5384,64.99,2026-02-23
ARE&M,EQ,23-Feb-2026,856.25,859.75,871.0,854.4,856.0,857.0,861.68,361502,3115.0,21206,205988,56.98,2026-02-23
ARENTERP,EQ,23-Feb-2026,40.34,43.9,43.9,40.34,42.95,41.17,40.74,291,0.12,25,255,87.63,2026-02-23
ARFIN,EQ,23-Feb-2026,71.21,73.5,73.5,68.06,70.55,72.16,70.08,1064518,746.0,5341,164194,15.42,2026-02-23
ARIES,EQ,23-Feb-2026,343.8,344.9,350.65,337.0,337.0,340.55,341.06,19534,66.62,869,10087,51.64,2026-02-23
ARIHANTCAP,EQ,23-Feb-2026,75.17,78.88,87.75,78.1,84.84,84.18,84.46,7819243,6603.75,32723,1081721,13.83,2026-02-23
ARIHANTSUP,EQ,23-Feb-2026,260.65,262.5,267.0,258.8,262.0,261.15,262.93,46244,121.59,1771,15864,34.3,2026-02-23
ARIS,EQ,23-Feb-2026,116.08,118.0,118.0,112.1,113.25,113.16,114.51,532505,609.79,3659,259574,48.75,2026-02-23
ARKADE,EQ,23-Feb-2026,118.65,120.0,120.0,116.0,117.98,117.93,117.71,264951,311.86,2560,190381,71.86,2026-02-23
ARMANFIN,EQ,23-Feb-2026,1626.5,1626.5,1626.5,1573.0,1586.5,1585.9,1591.36,56192,894.22,5491,36252,64.51,2026-02-23
AROGRANITE,EQ,23-Feb-2026,28.7,28.35,29.4,27.56,28.4,28.23,28.19,104135,29.35,855,22850,21.94,2026-02-23
ARROWGREEN,EQ,23-Feb-2026,413.65,413.8,428.35,411.0,427.0,425.0,419.78,31415,131.87,1868,14345,45.66,2026-02-23
ARSSBL,EQ,23-Feb-2026,525.4,528.0,530.95,507.55,511.95,513.25,515.41,289377,1491.49,8709,131727,45.52,2026-02-23
ARTEMISMED,EQ,23-Feb-2026,239.81,240.21,243.8,239.1,240.55,241.1,241.23,85676,206.67,2320,28282,33.01,2026-02-23
ARTNIRMAN,EQ,23-Feb-2026,42.22,41.16,42.5,40.02,41.21,41.39,41.18,1156,0.48,22,766,66.26,2026-02-23
ARVIND,EQ,23-Feb-2026,367.9,375.0,381.0,370.7,374.65,375.2,375.29,765686,2873.51,20349,302943,39.56,2026-02-23
ARVINDFASN,EQ,23-Feb-2026,452.75,457.85,461.3,450.85,454.9,454.3,454.66,141774,644.6,10584,77774,54.86,2026-02-23
ARVSMART,EQ,23-Feb-2026,570.85,570.85,570.85,552.3,555.0,556.2,559.1,14986,83.79,929,5025,33.53,2026-02-23
ASAHIINDIA,EQ,23-Feb-2026,948.4,948.4,960.0,930.7,944.0,951.9,945.3,59073,558.42,7163,31589,53.47,2026-02-23
ASAHISONG,EQ,23-Feb-2026,219.33,219.33,229.0,216.81,223.51,224.61,220.95,7160,15.82,317,4908,68.55,2026-02-23
ASAL,EQ,23-Feb-2026,477.7,482.95,482.95,464.55,468.9,467.65,471.11,13341,62.85,813,6563,49.19,2026-02-23
ASALCBR,EQ,23-Feb-2026,857.65,857.65,865.0,830.0,834.0,832.0,845.39,46862,396.17,1973,30789,65.7,2026-02-23
ASHAPURMIN,EQ,23-Feb-2026,525.3,525.85,538.9,506.15,511.15,514.8,516.45,741439,3829.14,20773,331347,44.69,2026-02-23
ASHIANA,EQ,23-Feb-2026,326.0,328.1,328.4,319.25,323.8,325.15,323.89,44343,143.62,1782,25109,56.62,2026-02-23
ASHIMASYN,EQ,23-Feb-2026,15.73,15.77,16.16,15.2,15.22,15.27,15.62,86676,13.54,494,68450,78.97,2026-02-23
ASHOKA,EQ,23-Feb-2026,142.91,146.5,150.89,143.05,143.89,143.6,146.05,2021184,2951.97,20179,608965,30.13,2026-02-23
ASHOKAMET,EQ,23-Feb-2026,16.0,16.25,16.25,15.33,15.6,15.52,15.63,16330,2.55,233,12479,76.42,2026-02-23
ASHOKLEY,EQ,23-Feb-2026,208.85,209.76,211.75,208.96,210.3,210.76,210.57,8533992,17969.89,70255,3257821,38.17,2026-02-23
