symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-02-20,180.86,181.64,181.64,177.63,178.44,178.76,179.19,50087,89.75,1167,28090,56.08
21STCENMGM,EQ,2026-02-20,36.81,36.76,36.76,36.08,36.08,36.44,36.09,2946,1.06,69,2894,98.23
360ONE,EQ,2026-02-20,1104.5,1104.5,1111.2,1083.8,1098.7,1100.6,1100.83,405322,4461.9,24144,159483,39.35
3IINFOLTD,EQ,2026-02-20,14.56,14.56,14.75,14.49,14.6,14.53,14.56,293356,42.72,741,243284,82.93
3MINDIA,EQ,2026-02-20,36895.0,36810.0,36870.0,35865.0,35990.0,36145.0,36343.1,2214,804.64,1331,872,39.39
3PLAND,EQ,2026-02-20,34.62,34.0,35.39,33.6,34.03,34.52,34.3,1694,0.58,53,926,54.66
5PAISA,EQ,2026-02-20,313.45,310.5,343.8,310.5,320.0,323.85,332.64,448159,1490.76,10283,47375,10.57
63MOONS,EQ,2026-02-20,640.65,643.5,657.95,638.75,640.0,641.9,647.52,68383,442.8,3046,33623,49.17
A2ZINFRA,EQ,2026-02-20,14.55,14.99,14.99,14.3,14.84,14.7,14.63,86341,12.63,301,56785,65.77
AADHARHFC,EQ,2026-02-20,476.0,479.0,482.2,472.3,475.15,479.35,478.7,325807,1559.65,13455,198711,60.99
AAKASH,EQ,2026-02-20,7.68,7.99,9.21,7.42,8.46,8.61,8.72,799008,69.7,2074,354417,44.36
AAREYDRUGS,EQ,2026-02-20,71.39,72.48,78.52,70.65,78.52,78.52,77.37,595016,460.37,2657,343212,57.68
AARON,EQ,2026-02-20,166.33,169.85,169.85,164.34,165.17,165.47,166.69,4022,6.7,166,2639,65.61
AARTECH,EQ,2026-02-20,45.09,45.8,46.95,44.2,44.35,44.58,44.93,14767,6.64,221,11080,75.03
AARTIDRUGS,EQ,2026-02-20,370.65,370.65,374.8,366.05,373.0,372.3,370.75,95155,352.78,4052,52893,55.59
AARTIIND,EQ,2026-02-20,454.45,451.0,454.35,446.75,448.5,450.65,450.74,471668,2126.0,16399,228178,48.38
AARTIPHARM,EQ,2026-02-20,713.3,714.55,720.55,696.35,697.15,698.75,704.63,189859,1337.81,14782,107135,56.43
AARTISURF,EQ,2026-02-20,413.45,415.5,421.95,410.3,421.8,418.5,416.36,5397,22.47,478,3080,57.07
AARVI,EQ,2026-02-20,128.03,130.72,132.38,126.2,126.21,126.99,129.49,11916,15.43,1399,3329,27.94
AAVAS,EQ,2026-02-20,1289.0,1281.0,1290.2,1265.1,1280.1,1280.0,1279.65,160876,2058.65,8211,114682,71.29
ABB,EQ,2026-02-20,5719.5,5725.0,6246.0,5719.5,6005.0,5987.0,6093.51,4034978,245871.9,298233,922829,22.87
ABBOTINDIA,EQ,2026-02-20,26395.0,26495.0,26780.0,26250.0,26310.0,26295.0,26566.47,7695,2044.29,2174,5619,73.02
ABCAPITAL,EQ,2026-02-20,344.3,345.0,346.65,337.3,343.05,344.85,343.4,5688023,19532.67,30112,2595814,45.64
ABCOTS,EQ,2026-02-20,410.3,409.9,421.7,409.9,411.3,419.15,418.68,3978,16.65,224,1150,28.91
ABDL,EQ,2026-02-20,506.05,501.5,510.0,495.95,504.6,500.8,500.97,162762,815.4,7433,76973,47.29
ABFRL,EQ,2026-02-20,70.08,70.0,70.47,69.0,69.74,69.85,69.9,2219388,1551.46,12990,663921,29.91
ABGSEC,EQ,2026-02-20,112.39,112.44,112.44,111.82,112.22,112.22,112.27,137,0.15,4,111,81.02
ABINFRA,EQ,2026-02-20,20.76,20.76,22.83,20.74,21.7,21.68,21.89,13996211,3064.23,9480,10126932,72.35
ABLBL,EQ,2026-02-20,106.77,107.18,107.69,106.0,106.4,106.49,106.96,465623,498.04,7259,215447,46.27
ABREL,EQ,2026-02-20,1344.9,1335.0,1343.7,1296.0,1297.0,1300.9,1315.86,110067,1448.33,9838,44900,40.79
ABSLAMC,EQ,2026-02-20,896.15,890.1,921.0,887.55,918.0,917.9,913.7,826747,7553.97,28526,423995,51.28
ABSLBANETF,EQ,2026-02-20,62.11,62.1,62.7,61.97,62.49,62.46,62.4,15551,9.7,260,10676,68.65
ABSLLIQUID,EQ,2026-02-20,999.99,999.99,1000.01,999.99,1000.01,999.99,999.99,3072,30.72,18,2844,92.58
ABSLMSCIN,EQ,2026-02-20,30.38,30.39,30.41,30.09,30.09,30.27,30.13,4841,1.46,27,997,20.59
ABSLNN50ET,EQ,2026-02-20,72.26,72.26,73.01,72.08,72.48,72.8,72.61,3763,2.73,202,3268,86.85
ABSLPSE,EQ,2026-02-20,10.62,10.63,10.76,10.62,10.7,10.7,10.72,285284,30.59,497,222783,78.09
ACC,EQ,2026-02-20,1617.6,1610.0,1625.8,1602.0,1608.4,1612.6,1615.15,85754,1385.05,8118,38778,45.22
ACCELYA,EQ,2026-02-20,1190.0,1190.0,1190.6,1175.0,1181.2,1183.0,1180.51,9001,106.26,975,4396,48.84
ACCURACY,EQ,2026-02-20,5.0,4.9,5.08,4.9,4.95,4.93,4.95,82983,4.11,386,68999,83.15
ACE,EQ,2026-02-20,877.15,865.0,873.6,861.25,862.55,864.15,867.25,154406,1339.09,10733,82202,53.24
ACEINTEG,EQ,2026-02-20,19.34,19.01,19.47,18.46,19.28,19.23,18.67,4963,0.93,119,3741,75.38
ACI,EQ,2026-02-20,566.6,561.4,566.15,557.5,559.2,559.8,562.2,56437,317.29,2717,24847,44.03
ACL,EQ,2026-02-20,55.38,54.06,57.0,54.06,55.49,55.49,55.94,13113,7.34,273,9856,75.16
ACMESOLAR,EQ,2026-02-20,228.73,228.73,232.8,225.05,231.2,231.61,229.09,415513,951.89,9775,171246,41.21
ACUTAAS,EQ,2026-02-20,2102.4,2090.0,2125.0,2056.1,2106.0,2106.5,2104.73,230829,4858.33,34822,121948,52.83
ADANIENSOL,EQ,2026-02-20,1007.2,995.05,1010.3,984.35,991.95,998.1,995.83,2534563,25239.89,58908,1319939,52.08
ADANIENT,EQ,2026-02-20,2156.7,2160.0,2174.4,2152.1,2160.3,2160.8,2162.37,738454,15968.12,27557,137772,18.66
ADANIGREEN,EQ,2026-02-20,976.5,976.4,980.75,965.0,967.2,968.25,972.97,1221495,11884.82,25844,262957,21.53
ADANIPORTS,EQ,2026-02-20,1513.3,1513.3,1529.2,1505.2,1515.3,1511.5,1515.25,1126987,17076.71,32537,555636,49.3
ADANIPOWER,EQ,2026-02-20,140.45,140.45,144.33,139.7,143.0,142.7,142.51,11915213,16980.28,75196,3889957,32.65
ADFFOODS,EQ,2026-02-20,228.57,228.57,231.78,225.0,226.48,226.51,228.39,87147,199.04,3016,26152,30.01
ADL,EQ,2026-02-20,71.85,71.85,74.9,70.0,70.05,71.42,71.41,594,0.42,35,466,78.45
ADOR,EQ,2026-02-20,1085.8,1032.5,1091.5,1032.5,1078.2,1081.7,1070.75,10866,116.35,1148,5195,47.81
ADROITINFO,EQ,2026-02-20,9.3,9.3,9.88,9.3,9.3,9.43,9.57,28954,2.77,183,20574,71.06
ADSL,EQ,2026-02-20,127.01,127.0,127.0,124.0,126.0,124.76,124.97,111011,138.73,2045,41879,37.73
ADVAIT,EQ,2026-02-20,1666.0,1666.0,1818.0,1666.0,1733.0,1736.9,1766.0,109025,1925.39,12026,30585,28.05
ADVANCE,EQ,2026-02-20,134.6,135.48,136.8,133.51,134.25,134.56,135.36,180487,244.31,1941,64636,35.81
ADVANIHOTR,EQ,2026-02-20,55.03,55.41,55.73,55.0,55.17,55.06,55.22,14946,8.25,401,11023,73.75
ADVENTHTL,EQ,2026-02-20,211.37,212.95,214.43,206.0,209.15,210.26,208.09,115158,239.63,2030,57552,49.98
ADVENZYMES,EQ,2026-02-20,304.65,305.4,316.0,300.0,314.0,312.95,310.17,221620,687.4,4242,127686,57.61
AEGISLOG,EQ,2026-02-20,681.5,681.3,700.0,678.6,691.45,693.05,691.78,189055,1307.84,10156,68652,36.31
AEGISVOPAK,EQ,2026-02-20,214.82,214.81,216.64,208.36,212.25,210.78,211.16,735804,1553.73,11038,396186,53.84
AEQUS,EQ,2026-02-20,142.59,144.0,147.02,140.96,144.3,144.74,144.18,794301,1145.22,9417,359419,45.25
AEROENTER,EQ,2026-02-20,79.32,79.32,79.35,78.3,78.3,78.61,78.73,104523,82.29,852,44410,42.49
