symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-02-19,181.95,184.0,186.75,180.0,182.0,180.86,183.02,90929,166.42,2585,29873,32.85
21STCENMGM,EQ,2026-02-19,37.49,38.09,38.09,36.75,36.76,36.81,36.85,2365,0.87,45,2293,96.96
360ONE,EQ,2026-02-19,1127.2,1122.6,1129.7,1089.4,1102.0,1104.5,1105.71,648460,7170.08,19240,325715,50.23
3IINFOLTD,EQ,2026-02-19,14.56,14.55,14.8,14.48,14.55,14.56,14.55,497616,72.4,1143,432339,86.88
3MINDIA,EQ,2026-02-19,36915.0,36815.0,37700.0,36385.0,36945.0,36895.0,37165.3,3550,1319.37,2192,1314,37.01
3PLAND,EQ,2026-02-19,35.68,35.4,35.5,34.02,34.9,34.62,34.82,739,0.26,68,518,70.09
5PAISA,EQ,2026-02-19,323.1,319.0,325.95,310.5,314.8,313.45,316.96,58720,186.12,2549,25953,44.2
63MOONS,EQ,2026-02-19,654.5,652.3,657.9,640.0,640.0,640.65,644.83,78676,507.33,3490,44583,56.67
A2ZINFRA,EQ,2026-02-19,14.87,15.0,15.0,14.36,14.68,14.55,14.64,137590,20.14,278,91740,66.68
AADHARHFC,EQ,2026-02-19,471.7,477.0,478.45,472.1,474.0,476.0,476.05,323130,1538.27,10280,180414,55.83
AAKASH,EQ,2026-02-19,7.89,8.01,8.01,7.41,7.69,7.68,7.7,117651,9.05,496,75863,64.48
AAREYDRUGS,EQ,2026-02-19,71.27,71.0,71.89,69.02,71.0,71.39,70.95,137427,97.5,1364,73577,53.54
AARON,EQ,2026-02-19,163.62,164.78,168.0,162.25,168.0,166.33,165.77,14280,23.67,470,8743,61.23
AARTECH,EQ,2026-02-19,46.31,46.02,46.44,45.0,45.01,45.09,45.52,13967,6.36,507,8101,58.0
AARTIDRUGS,EQ,2026-02-19,374.25,373.4,376.0,369.1,369.25,370.65,372.53,93552,348.51,3711,53010,56.66
AARTIIND,EQ,2026-02-19,460.15,463.5,466.95,451.35,452.5,454.45,459.11,621000,2851.1,16865,332345,53.52
AARTIPHARM,EQ,2026-02-19,721.9,722.9,726.45,710.0,713.8,713.3,717.72,88984,638.66,7451,40815,45.87
AARTISURF,EQ,2026-02-19,414.3,418.4,419.0,412.0,412.0,413.45,415.46,3758,15.61,375,2156,57.37
AARVI,EQ,2026-02-19,130.35,128.5,132.38,128.0,128.0,128.03,128.83,8153,10.5,311,6098,74.79
AAVAS,EQ,2026-02-19,1305.6,1310.0,1311.0,1281.0,1284.0,1289.0,1296.47,86209,1117.67,6535,48096,55.79
ABB,EQ,2026-02-19,5881.5,5885.0,5908.0,5695.0,5715.0,5719.5,5803.68,136031,7894.81,19081,45793,33.66
ABBOTINDIA,EQ,2026-02-19,26460.0,26530.0,26545.0,26335.0,26410.0,26395.0,26416.34,4981,1315.8,2058,3932,78.94
ABCAPITAL,EQ,2026-02-19,349.55,350.0,350.95,340.6,341.8,344.3,346.51,6020376,20861.43,31908,3112971,51.71
ABCOTS,EQ,2026-02-19,419.6,422.05,422.8,409.95,410.0,410.3,410.77,2228,9.15,57,2118,95.06
ABDL,EQ,2026-02-19,521.2,521.95,523.5,502.7,504.5,506.05,512.19,227682,1166.17,7665,101481,44.57
ABFRL,EQ,2026-02-19,71.8,71.82,71.99,69.65,70.04,70.08,70.73,1596883,1129.47,12537,670986,42.02
ABGSEC,EQ,2026-02-19,112.7,112.66,112.66,111.56,112.64,112.39,111.71,219,0.24,8,214,97.72
ABINFRA,EQ,2026-02-19,21.19,21.28,21.51,20.57,20.78,20.76,20.9,4017449,839.65,3103,3484047,86.72
ABLBL,EQ,2026-02-19,109.14,110.45,110.45,106.12,106.32,106.77,108.08,660611,714.01,7167,388951,58.88
ABREL,EQ,2026-02-19,1370.4,1370.1,1372.4,1298.7,1335.0,1344.9,1328.12,389169,5168.63,28139,106145,27.27
ABSLAMC,EQ,2026-02-19,906.85,907.35,918.0,888.0,894.9,896.15,905.56,515420,4667.46,30020,227066,44.05
ABSLBANETF,EQ,2026-02-19,62.84,62.84,62.92,61.94,62.1,62.11,62.59,71137,44.52,396,62536,87.91
ABSLLIQUID,EQ,2026-02-19,999.99,999.99,1000.01,999.99,1000.01,999.99,1000.0,816,8.16,25,617,75.61
ABSLNN50ET,EQ,2026-02-19,73.49,73.49,74.86,71.43,71.43,72.26,73.1,8304,6.07,273,4541,54.68
ABSLPSE,EQ,2026-02-19,10.76,10.88,10.88,10.55,10.64,10.62,10.68,327183,34.96,675,219391,67.05
ACC,EQ,2026-02-19,1640.6,1640.6,1646.8,1611.0,1613.0,1617.6,1629.79,89225,1454.18,9442,50077,56.12
ACCELYA,EQ,2026-02-19,1196.5,1192.0,1204.0,1182.0,1191.8,1190.0,1194.46,9932,118.63,962,5437,54.74
ACCURACY,EQ,2026-02-19,5.05,5.01,5.1,4.9,5.04,5.0,4.98,84148,4.19,436,71580,85.06
ACE,EQ,2026-02-19,898.15,898.0,902.7,870.1,871.5,877.15,885.19,124992,1106.42,8945,61381,49.11
ACEINTEG,EQ,2026-02-19,19.27,19.33,19.98,18.8,19.5,19.34,19.18,2415,0.46,71,1519,62.9
ACI,EQ,2026-02-19,565.4,567.9,582.25,562.1,562.4,566.6,574.8,113788,654.05,6745,35085,30.83
