symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-01-29,178.24,179.7,179.7,172.61,174.46,173.77,174.52,83150,145.11,2060,45251,54.42
21STCENMGM,EQ,2026-01-29,38.02,37.26,37.26,37.26,37.26,37.26,37.26,3744,1.4,63,3740,99.89
360ONE,EQ,2026-01-29,1139.9,1139.8,1143.2,1122.0,1138.2,1135.8,1134.89,927491,10526.0,42717,631898,68.13
3IINFOLTD,EQ,2026-01-29,15.14,15.14,15.84,14.97,15.44,15.26,15.44,604469,93.34,1787,302961,50.12
3MINDIA,EQ,2026-01-29,33780.0,34095.0,35500.0,33300.0,34710.0,34605.0,34298.2,2908,997.39,1506,1549,53.27
3PLAND,EQ,2026-01-29,35.34,34.61,36.49,34.61,34.9,34.95,35.0,2211,0.77,62,1753,79.29
5PAISA,EQ,2026-01-29,354.55,356.4,360.05,348.0,351.9,349.55,351.21,30793,108.15,1567,15343,49.83
63MOONS,EQ,2026-01-29,628.35,628.35,628.35,605.15,616.0,614.4,614.26,73139,449.26,4084,31494,43.06
A2ZINFRA,EQ,2026-01-29,14.34,14.5,14.59,14.0,14.09,14.14,14.41,512648,73.86,459,453249,88.41
AADHARHFC,EQ,2026-01-29,475.55,475.55,477.45,472.1,474.0,474.15,474.59,230708,1094.92,5733,154440,66.94
AAKASH,EQ,2026-01-29,8.0,8.06,8.06,7.71,7.82,7.87,7.87,60212,4.74,516,50441,83.77
AAREYDRUGS,EQ,2026-01-29,70.74,70.74,73.0,69.2,69.98,71.15,70.82,430638,304.97,1519,281394,65.34
AARON,EQ,2026-01-29,155.77,156.05,157.99,152.35,152.4,153.77,155.25,9646,14.98,297,6922,71.76
AARTECH,EQ,2026-01-29,45.29,45.3,47.47,45.0,46.0,46.1,45.88,29010,13.31,629,15406,53.11
AARTIDRUGS,EQ,2026-01-29,384.7,381.95,383.95,373.5,375.1,374.95,376.62,60645,228.4,3153,32740,53.99
AARTIIND,EQ,2026-01-29,355.6,355.6,357.05,349.3,355.05,354.95,354.25,452707,1603.72,20813,251842,55.63
AARTIPHARM,EQ,2026-01-29,762.55,758.75,762.55,735.1,752.0,749.65,752.92,154059,1159.93,9914,83119,53.95
AARTISURF,EQ,2026-01-29,409.65,410.0,429.9,410.0,412.0,413.8,416.62,18188,75.78,1022,8183,44.99
AARVI,EQ,2026-01-29,118.24,118.24,138.46,117.03,123.0,123.29,127.6,98582,125.79,2986,33569,34.05
AAVAS,EQ,2026-01-29,1493.0,1485.1,1485.1,1456.6,1465.5,1463.2,1469.03,52132,765.84,6392,18274,35.05
ABB,EQ,2026-01-29,5043.5,5050.0,5547.5,4983.5,5465.0,5474.0,5461.58,2492153,136110.87,158694,697084,27.97
ABBOTINDIA,EQ,2026-01-29,27610.0,27575.0,27575.0,26580.0,26610.0,26635.0,26752.69,14774,3952.44,7103,10784,72.99
