symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-02-10,183.87,183.87,184.64,180.36,181.25,181.73,181.94,56973,103.65,1856,30832,54.12
21STCENMGM,EQ,2026-02-10,39.88,40.39,40.39,39.5,39.51,39.5,40.19,1326,0.53,35,1218,91.86
360ONE,EQ,2026-02-10,1138.3,1138.0,1170.3,1124.0,1160.9,1162.4,1147.11,1057832,12134.52,29368,371129,35.08
3IINFOLTD,EQ,2026-02-10,15.54,15.74,16.44,15.57,16.2,16.22,16.12,552473,89.04,1970,312459,56.56
3MINDIA,EQ,2026-02-10,36485.0,36500.0,38030.0,36375.0,37645.0,37635.0,37632.43,11004,4141.07,6619,4644,42.2
3PLAND,EQ,2026-02-10,35.49,35.49,35.49,34.5,35.3,35.17,35.12,2747,0.96,122,2501,91.04
5PAISA,EQ,2026-02-10,340.8,344.35,344.45,337.25,338.0,339.1,341.23,31824,108.59,1307,14185,44.57
63MOONS,EQ,2026-02-10,709.85,714.7,731.8,698.0,716.5,724.85,722.25,218085,1575.12,6380,99738,45.73
A2ZINFRA,EQ,2026-02-10,14.22,14.0,14.7,14.0,14.6,14.57,14.45,195431,28.25,444,149948,76.73
AADHARHFC,EQ,2026-02-10,477.5,477.0,479.75,472.5,474.0,473.55,474.08,460769,2184.41,21018,338134,73.38
AAKASH,EQ,2026-02-10,7.81,8.05,8.05,7.78,7.95,7.95,7.94,64737,5.14,230,57537,88.88
AAREYDRUGS,EQ,2026-02-10,69.73,69.5,69.68,64.06,65.0,65.33,67.6,111747,75.54,791,86019,76.98
AARON,EQ,2026-02-10,164.67,165.62,166.22,162.02,163.8,163.35,163.45,5641,9.22,327,3004,53.25
AARTECH,EQ,2026-02-10,48.5,50.45,50.85,48.22,50.03,50.28,49.75,90348,44.95,1313,30060,33.27
AARTIDRUGS,EQ,2026-02-10,377.15,378.0,387.5,376.3,377.25,379.5,382.52,130811,500.38,4382,60643,46.36
AARTIIND,EQ,2026-02-10,470.4,470.9,474.7,463.2,465.05,467.8,468.47,1469669,6885.02,46217,740481,50.38
AARTIPHARM,EQ,2026-02-10,794.75,750.0,789.3,744.7,762.8,764.4,769.71,555308,4274.28,24720,217286,39.13
AARTISURF,EQ,2026-02-10,441.8,441.8,455.0,433.0,445.65,445.7,445.75,9719,43.32,813,5269,54.21
AARVI,EQ,2026-02-10,131.07,132.0,136.09,130.0,132.38,130.92,132.96,25033,33.28,786,14797,59.11
AAVAS,EQ,2026-02-10,1328.0,1341.0,1354.6,1321.5,1339.0,1343.1,1340.85,161260,2162.25,17074,82899,51.41
ABB,EQ,2026-02-10,5815.5,5850.0,5884.0,5806.0,5851.0,5870.0,5847.53,155125,9070.98,17970,77651,50.06
ABBOTINDIA,EQ,2026-02-10,27480.0,27700.0,27700.0,27235.0,27315.0,27295.0,27419.3,10501,2879.3,3353,7754,73.84
ABCAPITAL,EQ,2026-02-10,352.9,348.5,355.8,345.95,353.55,353.75,351.15,5675126,19928.23,64817,2788407,49.13
ABCOTS,EQ,2026-02-10,438.25,439.9,451.0,426.05,433.6,437.2,437.41,38182,167.01,1663,18942,49.61
ABDL,EQ,2026-02-10,510.05,507.2,520.0,506.8,511.4,510.85,511.41,229490,1173.63,8582,106540,46.42
ABFRL,EQ,2026-02-10,74.27,74.8,74.8,72.5,72.5,72.99,73.45,3468312,2547.32,19789,1358662,39.17
ABGSEC,EQ,2026-02-10,111.61,111.59,111.6,111.0,111.25,111.25,111.08,2376,2.64,11,2360,99.33
ABINFRA,EQ,2026-02-10,20.18,20.01,20.75,19.75,19.83,19.94,20.26,421681,85.45,1073,270858,64.23
ABLBL,EQ,2026-02-10,114.96,115.0,115.48,113.52,114.48,114.29,114.44,576411,659.66,6377,318353,55.23
ABMINTLLTD,EQ,2026-02-10,44.43,44.21,53.31,36.5,53.31,52.88,51.21,17664,9.05,191,8805,49.85
ABREL,EQ,2026-02-10,1426.6,1429.9,1475.0,1412.5,1468.2,1462.3,1450.97,236166,3426.69,19517,93245,39.48
ABSLAMC,EQ,2026-02-10,819.7,819.7,840.65,811.4,835.0,838.55,834.68,397343,3316.56,15989,213093,53.63
ABSLBANETF,EQ,2026-02-10,61.84,61.24,62.43,61.24,61.93,61.91,61.95,10564,6.54,298,7421,70.25
ABSLLIQUID,EQ,2026-02-10,999.99,1005.0,1044.99,999.99,1000.0,999.99,1000.05,1891,18.91,35,924,48.86
ABSLNN50ET,EQ,2026-02-10,72.65,74.15,74.15,72.47,72.47,72.95,73.01,9240,6.75,268,5170,55.95
ABSLPSE,EQ,2026-02-10,10.63,10.63,10.99,10.58,10.67,10.73,10.73,7116323,763.78,944,6807627,95.66
ACC,EQ,2026-02-10,1706.1,1710.1,1713.5,1689.1,1695.9,1695.4,1700.4,126437,2149.93,9811,50766,40.15
ACCELYA,EQ,2026-02-10,1211.7,1210.0,1249.0,1205.7,1220.9,1233.0,1225.33,27156,332.75,2063,13698,50.44
ACCURACY,EQ,2026-02-10,5.18,5.23,5.25,5.14,5.24,5.19,5.21,56207,2.93,312,41313,73.5
ACE,EQ,2026-02-10,923.05,926.0,937.0,919.0,920.0,922.05,925.08,127733,1181.63,8298,61521,48.16
ACEINTEG,EQ,2026-02-10,19.24,20.17,20.17,18.85,19.63,19.43,19.56,1665,0.33,88,1068,64.14
ACI,EQ,2026-02-10,571.25,568.5,574.7,566.25,570.5,569.3,570.75,58605,334.49,3874,18680,31.87
ACL,EQ,2026-02-10,60.0,60.35,60.5,58.0,59.55,59.44,59.15,26353,15.59,542,18405,69.84
ACMESOLAR,EQ,2026-02-10,228.03,232.65,240.5,229.66,236.5,236.85,234.08,1122393,2627.3,17676,443936,39.55
ACUTAAS,EQ,2026-02-10,2002.7,2010.0,2120.0,2010.0,2044.6,2050.0,2066.1,998376,20627.45,72521,546867,54.78
