symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-02-11,181.73,181.73,201.5,181.73,187.05,188.07,192.85,555072,1070.45,9825,114124,20.56
21STCENMGM,EQ,2026-02-11,39.5,39.5,40.25,38.76,38.81,38.9,39.13,3263,1.28,64,2980,91.33
360ONE,EQ,2026-02-11,1162.4,1163.1,1163.2,1126.7,1137.0,1138.4,1138.27,766800,8728.27,29596,336556,43.89
3IINFOLTD,EQ,2026-02-11,16.22,16.37,16.9,15.81,16.09,16.04,16.12,316714,51.05,1290,222615,70.29
3MINDIA,EQ,2026-02-11,37635.0,37800.0,37800.0,36910.0,37300.0,37580.0,37309.71,4096,1528.21,3027,1767,43.14
3PLAND,EQ,2026-02-11,35.17,35.03,36.5,34.41,35.14,34.98,35.44,3227,1.14,95,2617,81.1
5PAISA,EQ,2026-02-11,339.1,339.3,341.0,331.0,332.1,333.25,334.89,37447,125.4,1414,17057,45.55
63MOONS,EQ,2026-02-11,724.85,709.0,739.95,697.8,698.2,701.15,715.9,231249,1655.5,9417,103690,44.84
A2ZINFRA,EQ,2026-02-11,14.57,14.57,15.41,14.5,15.2,15.19,14.9,319878,47.66,908,240681,75.24
AADHARHFC,EQ,2026-02-11,473.55,473.55,477.2,471.05,472.6,472.6,473.16,271121,1282.84,13479,141731,52.28
AAKASH,EQ,2026-02-11,7.95,8.05,8.43,7.82,7.99,7.98,7.99,39964,3.19,224,28013,70.1
AAREYDRUGS,EQ,2026-02-11,65.33,65.66,68.5,64.09,68.0,67.97,66.82,809182,540.72,1947,568988,70.32
AARON,EQ,2026-02-11,163.35,162.5,164.39,161.01,161.98,162.05,161.68,10455,16.9,391,5387,51.53
AARTECH,EQ,2026-02-11,50.28,50.98,51.0,49.65,50.82,49.84,50.08,18300,9.16,509,9278,50.7
AARTIDRUGS,EQ,2026-02-11,379.5,379.5,379.95,373.5,375.0,375.25,376.24,108792,409.31,3019,65261,59.99
AARTIIND,EQ,2026-02-11,467.8,470.0,470.0,459.35,466.0,467.15,464.97,796989,3705.78,24810,376998,47.3
AARTIPHARM,EQ,2026-02-11,764.4,764.4,775.6,742.5,744.0,749.85,759.98,178515,1356.69,12477,103863,58.18
AARTISURF,EQ,2026-02-11,445.7,445.7,445.8,430.0,434.1,434.9,434.9,10989,47.79,719,5741,52.24
AARVI,EQ,2026-02-11,130.92,133.99,133.99,130.51,130.6,131.63,131.76,24605,32.42,632,13990,56.86
AAVAS,EQ,2026-02-11,1343.1,1345.1,1351.4,1296.0,1309.0,1309.9,1310.37,362307,4747.58,22340,248413,68.56
