symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-01-28,168.75,168.76,181.78,168.76,176.1,178.24,174.5,133775,233.44,3276,47208,35.29
21STCENMGM,EQ,2026-01-28,38.79,38.79,38.79,38.02,38.02,38.02,38.05,2196,0.84,74,2196,100.0
360ONE,EQ,2026-01-28,1113.7,1111.0,1152.0,1104.1,1140.0,1139.9,1136.11,1596026,18132.68,35236,1138777,71.35
3IINFOLTD,EQ,2026-01-28,14.54,14.54,15.85,14.54,14.86,15.14,15.03,494473,74.31,1471,256417,51.86
3MINDIA,EQ,2026-01-28,33075.0,33075.0,33900.0,33075.0,33730.0,33780.0,33598.51,1685,566.13,1273,768,45.58
3PLAND,EQ,2026-01-28,34.73,36.78,36.78,33.41,35.6,35.34,35.04,2300,0.81,126,1622,70.52
5PAISA,EQ,2026-01-28,341.6,343.4,363.65,343.3,355.95,354.55,354.7,101862,361.3,5026,34700,34.07
63MOONS,EQ,2026-01-28,616.55,617.0,632.7,615.1,632.0,628.35,623.44,67490,420.76,3505,30743,45.55
A2ZINFRA,EQ,2026-01-28,13.98,14.26,14.59,13.98,14.59,14.34,14.27,199499,28.47,267,172357,86.39
AADHARHFC,EQ,2026-01-28,474.55,475.0,475.95,468.4,475.7,475.55,473.78,369079,1748.62,9540,267682,72.53
AAKASH,EQ,2026-01-28,7.84,8.38,8.38,7.9,8.1,8.0,8.07,126942,10.25,653,61855,48.73
AAREYDRUGS,EQ,2026-01-28,67.91,69.96,71.3,67.71,70.5,70.74,69.85,359713,251.27,1301,162097,45.06
AARON,EQ,2026-01-28,150.55,149.55,156.8,149.55,156.0,155.77,153.21,8675,13.29,297,4662,53.74
AARTECH,EQ,2026-01-28,44.24,44.24,46.04,44.24,45.82,45.29,45.39,34805,15.8,1029,13811,39.68
AARTIDRUGS,EQ,2026-01-28,368.0,368.0,387.5,367.5,386.0,384.7,377.78,155032,585.68,6440,64646,41.7
AARTIIND,EQ,2026-01-28,350.15,350.15,357.0,350.15,357.0,355.6,353.74,510117,1804.51,17250,206665,40.51
AARTIPHARM,EQ,2026-01-28,766.5,766.0,771.6,757.65,764.0,762.55,764.46,122082,933.27,7452,65043,53.28
AARTISURF,EQ,2026-01-28,397.05,407.0,413.65,400.65,407.7,409.65,406.79,10401,42.31,427,8264,79.45
AARVI,EQ,2026-01-28,120.45,121.0,121.0,117.99,118.0,118.24,118.83,20814,24.73,525,15121,72.65
AAVAS,EQ,2026-01-28,1485.6,1470.0,1520.0,1448.0,1492.3,1493.0,1489.55,122548,1825.42,13073,61421,50.12
ABB,EQ,2026-01-28,4707.5,4759.0,5075.0,4750.0,5035.0,5043.5,4966.57,419235,20821.6,37390,137472,32.79
ABBOTINDIA,EQ,2026-01-28,27685.0,27895.0,27895.0,27515.0,27655.0,27610.0,27655.42,3515,972.09,2200,1777,50.55
ABCAPITAL,EQ,2026-01-28,348.9,348.5,352.9,344.65,348.75,348.3,347.1,5150983,17879.29,39808,2769214,53.76
ABCOTS,EQ,2026-01-28,409.4,407.25,411.95,405.05,411.95,411.55,409.19,2274,9.3,191,1182,51.98
ABDL,EQ,2026-01-28,454.15,454.2,465.9,448.5,459.5,463.3,457.83,676721,3098.21,20835,387740,57.3
ABFRL,EQ,2026-01-28,61.87,61.5,65.5,61.16,65.3,65.31,63.83,8488020,5417.94,37434,3447147,40.61
ABGSEC,EQ,2026-01-28,111.3,111.53,111.54,110.88,110.88,110.88,111.54,11851,13.22,13,11850,99.99
ABINFRA,EQ,2026-01-28,17.79,17.87,17.9,17.66,17.76,17.68,17.78,47942,8.52,279,37776,78.8
ABLBL,EQ,2026-01-28,102.45,102.44,104.1,101.45,103.8,103.6,102.8,1615806,1661.06,17060,694256,42.97
ABMINTLLTD,EQ,2026-01-28,35.75,36.5,37.79,36.47,36.47,37.44,36.96,119,0.04,9,98,82.35
ABREL,EQ,2026-01-28,1268.9,1268.9,1323.7,1268.9,1310.0,1305.8,1300.51,225276,2929.75,21802,66503,29.52
ABSLAMC,EQ,2026-01-28,779.15,785.0,788.5,772.35,779.15,780.1,778.4,98052,763.23,9043,45397,46.3
ABSLBANETF,EQ,2026-01-28,60.46,60.64,61.0,60.6,60.96,60.96,60.8,89541,54.44,421,84886,94.8
ABSLLIQUID,EQ,2026-01-28,999.99,1000.0,1000.01,999.99,999.99,999.99,999.99,11751,117.51,14,11144,94.83
ABSLNN50ET,EQ,2026-01-28,69.69,69.01,71.51,68.8,71.3,71.22,70.35,13649,9.6,252,13041,95.55
ABSLPSE,EQ,2026-01-28,10.0,10.1,10.56,10.1,10.54,10.5,10.37,954050,98.96,1029,702014,73.58
ACC,EQ,2026-01-28,1687.9,1688.0,1704.2,1669.1,1683.5,1684.3,1684.18,336420,5665.9,24892,68141,20.25
ACCELYA,EQ,2026-01-28,1308.5,1310.0,1335.0,1309.8,1329.9,1330.2,1326.07,10585,140.36,1148,5512,52.07
ACCURACY,EQ,2026-01-28,4.88,4.62,5.1,4.62,5.1,4.93,4.84,131141,6.35,915,68319,52.1
ACE,EQ,2026-01-28,808.45,812.75,838.5,799.15,834.0,831.5,815.23,175747,1432.73,15114,69764,39.7
ACEINTEG,EQ,2026-01-28,19.65,20.6,20.62,19.2,20.1,19.66,19.73,1991,0.39,45,1720,86.39
ACI,EQ,2026-01-28,568.6,569.0,571.6,556.0,565.0,564.95,564.0,147640,832.69,11806,65231,44.18
ACL,EQ,2026-01-28,58.21,59.89,60.37,57.6,58.49,58.4,58.74,48104,28.26,537,34243,71.19
