symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
ABB,EQ,2026-01-23,4755.5,4760.0,4775.0,4668.5,4696.0,4694.5,4707.09,114255,5378.08,14922,51962,45.48
ABBOTINDIA,EQ,2026-01-23,27725.0,27850.0,28100.0,27555.0,27915.0,27780.0,27802.82,3524,979.77,2314,1894,53.75
ABCAPITAL,EQ,2026-01-23,354.5,354.55,358.0,344.3,346.0,347.45,352.11,3892734,13706.51,49748,1806429,46.41
ABCOTS,EQ,2026-01-23,407.8,414.0,414.0,395.6,411.3,408.6,412.04,19539,80.51,222,18419,94.27
ABDL,EQ,2026-01-23,445.5,445.5,462.3,436.9,446.8,448.7,448.48,790604,3545.69,26522,425459,53.81
ABFRL,EQ,2026-01-23,63.69,64.0,64.18,61.2,61.6,61.64,62.25,7741505,4819.16,31091,2958098,38.21
ABGSEC,EQ,2026-01-23,111.26,111.26,111.26,111.0,111.0,111.0,111.01,1433,1.59,4,1433,100.0
ABINFRA,EQ,2026-01-23,18.64,19.0,19.0,17.9,18.12,17.99,18.14,444978,80.71,1240,286116,64.3
ABLBL,EQ,2026-01-23,106.5,106.6,106.95,102.25,103.13,103.52,105.01,2192555,2302.4,25054,991844,45.24
ABMINTLLTD,EQ,2026-01-23,35.61,35.7,38.38,35.7,35.7,35.7,36.06,530,0.19,16,438,82.64
ABREL,EQ,2026-01-23,1346.0,1362.7,1362.7,1280.0,1291.0,1288.6,1305.34,240373,3137.68,20121,134532,55.97
ABSLAMC,EQ,2026-01-23,774.25,802.0,827.5,774.85,780.0,780.5,802.31,1306938,10485.63,54610,160935,12.31
ABSLBANETF,EQ,2026-01-23,60.47,60.77,60.77,59.7,59.8,59.82,60.17,19038,11.46,334,15041,79.01
ABSLLIQUID,EQ,2026-01-23,999.99,1000.0,1000.01,999.99,999.99,1000.0,999.99,5931,59.31,23,4722,79.62
ABSLNN50ET,EQ,2026-01-23,70.62,71.5,71.83,69.03,70.51,69.4,70.09,13884,9.73,322,11254,81.06
ABSLPSE,EQ,2026-01-23,10.03,10.23,10.23,9.9,10.07,9.93,9.96,547548,54.51,801,482838,88.18
ACC,EQ,2026-01-23,1728.2,1728.2,1729.0,1663.9,1678.9,1669.1,1693.83,291265,4933.53,17946,144655,49.66
ACCELYA,EQ,2026-01-23,1336.8,1336.0,1347.9,1314.0,1315.0,1318.2,1326.56,6248,82.88,952,3233,51.74
ACCURACY,EQ,2026-01-23,4.86,4.91,5.16,4.86,5.07,4.97,4.96,137169,6.81,817,87803,64.01
ACE,EQ,2026-01-23,806.95,812.0,814.75,788.0,791.35,791.35,799.44,191227,1528.74,18369,103002,53.86
ACEINTEG,EQ,2026-01-23,19.89,19.7,20.69,19.1,19.4,19.3,19.24,3794,0.73,83,2324,61.25
ACI,EQ,2026-01-23,548.35,552.95,559.0,536.85,551.25,552.8,548.82,102826,564.33,5698,45751,44.49
ACL,EQ,2026-01-23,61.56,61.5,64.19,58.25,59.49,59.19,60.51,161132,97.5,777,129463,80.35
ACMESOLAR,EQ,2026-01-23,206.75,207.7,208.86,198.51,199.3,198.96,203.47,336073,683.82,8751,163551,48.67
ACUTAAS,EQ,2026-01-23,1644.4,1664.8,1674.0,1636.6,1650.0,1653.4,1652.34,206857,3417.98,17083,108444,52.42
ADANIENSOL,EQ,2026-01-23,924.8,925.0,925.0,803.1,825.8,812.7,841.91,7623697,64184.41,123144,1131975,14.85
ADANIENT,EQ,2026-01-23,2086.4,2080.5,2082.5,1848.0,1861.8,1864.2,1920.06,7492631,143862.85,229436,1997358,26.66
ADANIGREEN,EQ,2026-01-23,904.3,909.0,909.0,765.0,779.4,772.8,803.93,22973223,184688.15,307283,4222283,18.38
ADANIPORTS,EQ,2026-01-23,1414.2,1417.0,1417.0,1292.0,1314.9,1308.4,1332.03,6380222,84986.26,156201,2595240,40.68
ADANIPOWER,EQ,2026-01-23,140.92,141.0,142.9,128.1,133.8,132.96,134.21,52434571,70374.43,298618,16965781,32.36
ADFFOODS,EQ,2026-01-23,183.72,183.72,184.0,175.05,176.6,176.54,178.4,46428,82.83,1552,26618,57.33
ADL,EQ,2026-01-23,70.16,75.0,75.0,68.11,68.12,68.41,71.53,38,0.03,15,22,57.89
ADOR,EQ,2026-01-23,1031.8,1026.1,1044.0,1000.0,1010.0,1002.3,1016.68,10023,101.9,1341,5421,54.09
ADROITINFO,EQ,2026-01-23,9.91,10.05,10.05,9.58,9.6,9.66,9.73,24610,2.39,183,19750,80.25
ADSL,EQ,2026-01-23,123.82,124.48,124.48,118.92,119.0,120.04,121.21,106378,128.95,2467,44222,41.57
ADVAIT,EQ,2026-01-23,1432.7,1443.4,1445.9,1377.0,1399.0,1385.3,1409.03,27712,390.47,5521,11297,40.77
ADVANCE,EQ,2026-01-23,133.89,134.75,136.76,127.15,128.89,128.4,132.24,326468,431.71,3010,127520,39.06
ADVANIHOTR,EQ,2026-01-23,60.09,60.9,65.5,60.15,62.45,62.14,62.93,500871,315.22,3140,297212,59.34
ADVENTHTL,EQ,2026-01-23,191.66,191.66,192.78,168.41,177.51,175.8,176.16,689007,1213.74,17690,298081,43.26
ADVENZYMES,EQ,2026-01-23,271.95,272.2,275.1,266.35,267.55,268.4,270.67,102371,277.09,2964,48751,47.62
AEGISLOG,EQ,2026-01-23,658.4,660.0,660.05,644.15,645.5,651.35,649.93,505613,3286.12,24149,341164,67.48
AEGISVOPAK,EQ,2026-01-23,205.41,207.0,207.04,199.84,201.58,201.22,204.07,304743,621.9,7372,187409,61.5
AEQUS,EQ,2026-01-23,134.14,134.73,137.59,132.76,134.82,134.53,134.97,693887,936.56,9594,279224,40.24
AEROENTER,EQ,2026-01-23,86.13,85.94,88.6,79.0,79.3,79.71,81.99,394362,323.32,3444,141106,35.78
AEROFLEX,EQ,2026-01-23,165.62,168.3,168.3,158.0,158.5,158.8,161.47,460247,743.15,6540,266601,57.93
AERONEU,EQ,2026-01-23,70.49,71.86,71.99,69.05,69.05,69.68,70.56,19016,13.42,273,7173,37.72
AETHER,EQ,2026-01-23,979.35,980.0,980.0,949.4,964.9,968.35,965.38,152706,1474.2,13213,68148,44.63
AFCONS,EQ,2026-01-23,345.65,345.6,349.4,331.25,333.8,340.4,338.99,294504,998.33,9761,81092,27.54
AFFLE,EQ,2026-01-23,1609.4,1610.0,1612.6,1573.0,1579.8,1579.8,1586.4,139683,2215.94,16419,79657,57.03
AFFORDABLE,EQ,2026-01-23,166.71,170.0,174.51,161.71,165.0,164.44,167.65,24061,40.34,789,14705,61.12
AFIL,EQ,2026-01-23,5.11,5.24,5.24,4.95,4.98,4.96,4.99,1745041,87.09,2234,1278438,73.26
AFSL,EQ,2026-01-23,201.0,201.5,202.23,201.0,201.79,201.01,201.11,11916,23.96,114,11315,94.96
AGARIND,EQ,2026-01-23,696.45,686.0,695.0,668.0,668.0,672.5,675.49,9930,67.08,999,6052,60.95
AGARWALEYE,EQ,2026-01-23,468.55,468.55,469.95,444.75,460.0,458.7,455.07,150769,686.11,8598,55456,36.78
AGI,EQ,2026-01-23,661.35,660.05,684.7,653.0,656.0,659.45,667.79,84636,565.19,6206,45774,54.08
AGIIL,EQ,2026-01-23,250.9,252.7,255.95,250.0,250.85,250.9,252.33,337121,850.64,3584,144292,42.8
AGROPHOS,EQ,2026-01-23,37.26,36.16,38.47,36.06,36.74,36.31,37.21,11951,4.45,386,4581,38.33
AHCL,EQ,2026-01-23,128.97,127.07,127.99,124.07,126.99,126.84,126.24,129329,163.27,2562,71939,55.62
AHLADA,EQ,2026-01-23,51.04,51.04,52.85,50.6,50.7,50.76,51.71,21080,10.9,124,16229,76.99
AHLEAST,EQ,2026-01-23,132.28,132.29,136.9,132.28,132.29,133.61,133.62,13,0.02,11,7,53.85
AHLUCONT,EQ,2026-01-23,874.65,875.0,891.0,821.3,828.5,830.95,846.45,61094,517.13,5769,33700,55.16
AIAENG,EQ,2026-01-23,3758.2,3769.5,3785.3,3706.5,3730.0,3729.9,3730.36,58062,2165.92,7274,43726,75.31
AIIL,EQ,2026-01-23,555.0,557.0,559.0,516.5,517.5,521.8,534.83,564158,3017.3,26818,265197,47.01
AIRAN,EQ,2026-01-23,14.6,14.84,14.84,13.66,13.95,13.79,14.09,133327,18.78,1180,118107,88.58
AIROLAM,EQ,2026-01-23,90.49,90.36,94.87,86.31,89.6,89.6,88.49,1853,1.64,69,1060,57.2
AJANTPHARM,EQ,2026-01-23,2717.6,2715.0,2717.4,2672.1,2700.0,2699.6,2696.24,73196,1973.54,10516,47365,64.71
AJAXENGG,EQ,2026-01-23,506.55,509.0,509.9,473.25,486.0,486.75,483.83,328872,1591.19,15439,186961,56.85
AJMERA,EQ,2026-01-23,150.95,151.0,153.7,147.0,149.15,148.4,150.25,218950,328.98,2966,110280,50.37
AJOONI,EQ,2026-01-23,3.84,3.84,3.91,3.82,3.87,3.85,3.86,223494,8.63,489,146755,65.66
AKASH,EQ,2026-01-23,24.12,24.12,25.59,24.12,24.33,24.39,24.65,7175,1.77,83,4099,57.13
AKG,EQ,2026-01-23,13.19,13.39,13.39,13.02,13.24,13.17,13.18,28887,3.81,97,28389,98.28
AKI,EQ,2026-01-23,6.38,6.05,6.69,6.05,6.34,6.19,6.26,55890,3.5,218,34611,61.93
AKSHAR,EQ,2026-01-23,0.48,0.49,0.51,0.48,0.5,0.49,0.49,1340154,6.61,623,977573,72.94
AKSHARCHEM,EQ,2026-01-23,227.72,233.89,233.89,225.44,230.0,229.35,227.27,3220,7.32,128,2596,80.62
AKSHOPTFBR,EQ,2026-01-23,5.62,5.64,5.9,5.2,5.43,5.47,5.58,313701,17.51,1012,163032,51.97
AKUMS,EQ,2026-01-23,420.5,420.75,428.0,417.95,424.0,424.8,424.03,81267,344.59,2661,53866,66.28
AKZOINDIA,EQ,2026-01-23,2934.6,2923.0,2956.6,2910.0,2925.0,2938.6,2940.13,20440,600.96,5670,12233,59.85
ALANKIT,EQ,2026-01-23,9.68,10.0,10.1,9.65,10.0,9.77,9.82,361732,35.53,1167,245974,68.0
ALBERTDAVD,EQ,2026-01-23,686.4,692.6,698.8,685.05,698.8,689.75,688.83,1024,7.05,118,764,74.61
ALEMBICLTD,EQ,2026-01-23,93.54,94.0,94.0,91.0,93.0,91.89,91.94,175819,161.64,2397,99498,56.59
ALGOQUANT,EQ,2026-01-23,63.56,64.8,64.8,61.57,61.57,62.21,63.1,256634,161.94,2748,50897,19.83
ALICON,EQ,2026-01-23,693.55,683.1,696.1,666.0,679.9,674.75,682.59,5176,35.33,653,1918,37.06
ALIVUS,EQ,2026-01-23,861.5,887.0,909.4,861.5,877.5,883.5,893.21,208919,1866.09,20217,66710,31.93
ALKALI,EQ,2026-01-23,72.54,73.44,73.49,68.0,69.49,69.4,70.59,5854,4.13,213,4170,71.23
ALKEM,EQ,2026-01-23,5758.5,5785.0,5811.5,5724.0,5749.0,5750.5,5777.13,77302,4465.83,15532,32715,42.32
ALKYLAMINE,EQ,2026-01-23,1597.8,1585.4,1597.9,1555.0,1556.0,1562.3,1574.75,28053,441.76,4247,13598,48.47
ALLCARGO,EQ,2026-01-23,9.31,9.31,9.42,9.0,9.16,9.17,9.16,5081385,465.55,8897,3254531,64.05
ALLDIGI,EQ,2026-01-23,792.8,784.0,800.8,784.0,797.5,793.05,793.19,3479,27.6,403,2756,79.22
ALLTIME,EQ,2026-01-23,254.05,250.3,256.35,222.0,226.4,227.7,232.54,807211,1877.08,20482,395670,49.02
ALMONDZ,EQ,2026-01-23,15.65,15.23,15.97,14.3,15.03,14.85,15.02,259382,38.95,1354,160889,62.03
ALOKINDS,EQ,2026-01-23,14.77,14.95,14.95,14.3,14.45,14.43,14.49,5347962,774.76,10870,2580777,48.26
ALPA,EQ,2026-01-23,65.22,65.22,67.22,62.02,63.0,63.93,64.38,11291,7.27,329,8149,72.17
ALPHA,EQ,2026-01-23,46.46,46.83,46.83,45.53,45.78,45.73,46.03,1520201,699.68,4783,842883,55.45
ALPHAETF,EQ,2026-01-23,24.42,24.64,24.64,24.02,24.04,24.04,24.27,423663,102.84,1367,211803,49.99
ALPHAGEO,EQ,2026-01-23,204.56,205.48,209.65,198.0,199.0,199.57,202.08,5246,10.6,218,3834,73.08
ALPL30IETF,EQ,2026-01-23,27.39,27.39,27.53,27.09,27.14,27.14,27.29,698092,190.51,1255,526534,75.42
AMAGI,EQ,2026-01-23,365.6,371.95,391.8,365.6,373.9,375.65,379.96,4941533,18776.08,98632,2056881,41.62
AMANTA,EQ,2026-01-23,101.21,101.49,102.79,98.25,99.1,100.06,101.33,32689,33.12,666,17263,52.81
AMBER,EQ,2026-01-23,5732.0,5742.0,5779.5,5544.0,5551.0,5565.5,5626.32,297126,16717.25,27943,140363,47.24
AMBICAAGAR,EQ,2026-01-23,24.43,24.43,25.29,23.71,24.0,23.98,24.21,2682,0.65,58,1664,62.04
AMBIKCO,EQ,2026-01-23,1238.6,1249.0,1249.0,1193.0,1224.0,1215.2,1213.9,4672,56.71,659,2802,59.97
AMBUJACEM,EQ,2026-01-23,546.6,546.65,548.5,511.1,519.4,518.6,522.41,6489381,33901.33,85196,3665122,56.48
AMDIND,EQ,2026-01-23,45.19,46.0,46.79,44.0,44.0,44.04,45.06,32803,14.78,409,19746,60.2
AMJLAND,EQ,2026-01-23,44.72,44.5,46.99,41.0,43.35,42.48,42.55,100479,42.76,1444,52499,52.25
AMNPLST,EQ,2026-01-23,173.6,179.84,179.84,170.72,172.0,174.11,174.14,6558,11.42,404,5066,77.25
AMRUTANJAN,EQ,2026-01-23,626.85,626.85,630.0,602.2,604.0,603.95,612.95,9585,58.75,897,7078,73.84
ANANDRATHI,EQ,2026-01-23,3008.3,3039.0,3039.0,2936.9,2963.9,2959.4,2974.87,474666,14120.68,19636,383863,80.87
ANANTRAJ,EQ,2026-01-23,537.7,536.75,536.8,497.8,503.25,501.4,510.13,2901719,14802.41,77093,1100584,37.93
ANDHRAPAP,EQ,2026-01-23,64.2,64.2,64.54,62.65,63.0,63.0,63.18,69366,43.83,1768,54047,77.92
ANDHRSUGAR,EQ,2026-01-23,69.19,69.19,69.19,67.25,67.8,67.95,67.99,110462,75.11,1522,64370,58.27
ANGELONE,EQ,2026-01-23,2566.6,2566.6,2604.9,2501.2,2509.9,2515.1,2558.22,522156,13357.88,28475,142054,27.21
ANIKINDS,EQ,2026-01-23,49.69,48.99,51.46,48.5,49.9,48.73,49.78,13605,6.77,552,6065,44.58
ANMOL,EQ,2026-01-23,12.63,12.63,12.75,12.13,12.36,12.29,12.41,58166,7.22,208,50249,86.39
ANTELOPUS,EQ,2026-01-23,440.2,467.0,524.8,455.2,524.3,505.0,500.55,3672364,18381.87,74017,365231,9.95
ANTGRAPHIC,EQ,2026-01-23,0.94,0.98,0.98,0.91,0.94,0.92,0.94,370528,3.49,275,176082,47.52
ANTHEM,EQ,2026-01-23,606.4,606.0,613.9,598.0,604.7,608.9,607.65,161154,979.26,12667,67917,42.14
ANUHPHR,EQ,2026-01-23,73.57,74.48,74.48,72.02,72.4,72.77,72.66,20436,14.85,483,11386,55.72
ANUP,EQ,2026-01-23,1875.3,1870.0,1894.9,1802.2,1811.1,1820.0,1873.86,41054,769.29,5621,25265,61.54
ANURAS,EQ,2026-01-23,1239.5,1239.5,1277.0,1204.3,1277.0,1230.2,1224.28,193251,2365.94,8588,60990,31.56
AONEGOLD,EQ,2026-01-23,14.06,13.7,15.19,13.7,14.49,14.47,14.51,3028407,439.36,6219,2065495,68.2
AONELIQUID,EQ,2026-01-23,1044.0,1044.59,1044.59,1044.57,1044.59,1044.58,1044.59,14808,154.68,86,14574,98.42
AONENIFTY,EQ,2026-01-23,10.37,10.68,10.68,10.25,10.28,10.27,10.33,412880,42.67,3240,274312,66.44
AONETMMQ50,EQ,2026-01-23,9.39,9.39,9.5,9.27,9.48,9.29,9.34,57838,5.4,287,40791,70.53
AONETOTAL,EQ,2026-01-23,11.61,11.63,11.66,11.45,11.47,11.49,11.52,855687,98.58,2418,664187,77.62
APARINDS,EQ,2026-01-23,7214.5,7230.0,7238.0,7002.5,7020.0,7033.0,7085.99,46427,3289.81,12690,22212,47.84
APCL,EQ,2026-01-23,142.8,140.74,144.0,140.27,141.5,143.39,142.11,20219,28.73,881,9052,44.77
APCOTEXIND,EQ,2026-01-23,355.3,355.45,355.45,352.15,352.5,352.5,352.95,3665,12.94,202,2629,71.73
APEX,EQ,2026-01-23,272.9,273.85,273.95,262.0,263.6,263.15,265.55,192282,510.61,4824,75988,39.52
APLAPOLLO,EQ,2026-01-23,1976.0,2000.0,2070.6,1991.6,1997.8,2000.1,2033.88,2186960,44480.17,92077,694994,31.78
APLLTD,EQ,2026-01-23,769.4,768.8,768.8,761.05,765.0,764.55,765.18,22832,174.71,3684,13517,59.2
APOLLO,EQ,2026-01-23,232.3,235.0,237.3,221.2,223.25,222.4,226.97,2165570,4915.3,28255,1022488,47.22
APOLLOHOSP,EQ,2026-01-23,6797.0,6810.0,6836.0,6696.5,6813.0,6803.0,6791.69,458099,31112.66,46639,278047,60.7
APOLLOPIPE,EQ,2026-01-23,258.95,264.2,275.0,256.3,270.8,272.1,268.57,232702,624.98,5614,76212,32.75
APOLLOTYRE,EQ,2026-01-23,503.85,503.0,510.25,497.0,497.5,499.2,503.1,598625,3011.67,15710,260768,43.56
APOLSINHOT,EQ,2026-01-23,1273.5,1284.4,1287.0,1263.2,1270.0,1270.2,1271.42,489,6.22,42,436,89.16
APTECHT,EQ,2026-01-23,83.74,83.31,83.93,81.51,81.85,82.04,82.35,90034,74.14,1484,50759,56.38
APTUS,EQ,2026-01-23,265.15,265.2,268.05,259.0,260.0,259.7,263.28,369166,971.94,14292,203479,55.12
ARCHIDPLY,EQ,2026-01-23,83.09,87.0,87.0,83.3,85.5,85.65,83.67,10511,8.79,102,8255,78.54
ARCHIES,EQ,2026-01-23,16.53,16.84,18.0,16.3,16.65,16.65,17.01,18371,3.12,118,12202,66.42
ARE&M,EQ,2026-01-23,854.65,856.7,859.35,825.9,826.85,831.2,841.89,263226,2216.08,18398,153416,58.28
ARENTERP,EQ,2026-01-23,43.85,44.75,44.75,41.01,43.1,43.1,42.05,1343,0.56,66,827,61.58
ARFIN,EQ,2026-01-23,78.21,79.0,80.9,76.9,77.88,78.34,79.25,1290025,1022.33,5421,391873,30.38
ARIES,EQ,2026-01-23,306.2,304.5,306.15,296.25,301.0,300.55,302.35,16930,51.19,1154,10411,61.49
ARIHANTCAP,EQ,2026-01-23,78.56,79.48,79.48,75.6,75.8,75.99,77.26,260587,201.34,3474,101129,38.81
ARIHANTSUP,EQ,2026-01-23,293.2,293.0,293.0,266.35,271.8,269.45,280.56,25208,70.72,1393,8382,33.25
ARISINFRA,EQ,2026-01-23,107.85,108.71,110.19,103.75,103.75,105.55,107.32,400234,429.55,5210,197123,49.25
ARKADE,EQ,2026-01-23,114.32,115.23,115.26,110.35,110.6,111.41,112.38,329532,370.31,5353,176572,53.58
ARMANFIN,EQ,2026-01-23,1630.6,1630.6,1657.6,1600.0,1612.7,1612.1,1620.74,57340,929.33,7444,34492,60.15
AROGRANITE,EQ,2026-01-23,28.21,28.25,28.95,27.0,27.85,27.43,27.66,10696,2.96,286,6657,62.24
ARROWGREEN,EQ,2026-01-23,444.05,452.8,452.8,421.0,424.95,425.3,429.98,14370,61.79,1585,8783,61.12
ARSSBL,EQ,2026-01-23,605.85,608.0,608.5,586.55,589.3,593.65,595.63,361025,2150.38,11178,135522,37.54
ARTEMISMED,EQ,2026-01-23,230.3,229.9,233.35,223.6,224.0,225.9,228.73,110536,252.83,5212,57863,52.35
ARTNIRMAN,EQ,2026-01-23,42.58,42.58,43.0,42.58,43.0,43.0,42.59,32,0.01,3,32,100.0
ARVIND,EQ,2026-01-23,302.4,305.15,306.0,295.05,299.9,298.15,296.8,613273,1820.17,14146,464019,75.66
ARVINDFASN,EQ,2026-01-23,449.45,451.0,463.65,433.0,433.0,436.75,446.52,416030,1857.65,22543,217970,52.39
ARVSMART,EQ,2026-01-23,509.25,506.05,529.0,504.5,516.4,522.35,518.68,41084,213.09,2116,22582,54.97
ASAHIINDIA,EQ,2026-01-23,961.3,961.3,964.3,931.2,942.9,942.9,949.97,52985,503.34,4651,21891,41.32
ASAHISONG,EQ,2026-01-23,231.6,233.3,239.6,226.45,239.0,235.55,232.52,5000,11.63,279,3575,71.5
ASAL,EQ,2026-01-23,414.0,414.0,419.0,400.0,416.0,406.05,408.22,11588,47.31,1132,5692,49.12
ASALCBR,EQ,2026-01-23,811.8,814.9,819.0,786.0,786.0,791.05,797.73,19579,156.19,2258,12327,62.96
ASHAPURMIN,EQ,2026-01-23,750.75,751.5,763.65,672.1,678.95,681.6,708.5,1031080,7305.23,38704,456871,44.31
ASHIANA,EQ,2026-01-23,291.95,291.95,294.2,280.05,282.6,284.35,288.09,85692,246.87,2527,42937,50.11
ASHIMASYN,EQ,2026-01-23,16.33,16.15,16.81,15.79,15.98,15.87,16.08,86989,13.99,820,71521,82.22
ASHOKA,EQ,2026-01-23,144.54,150.0,151.0,144.0,145.0,146.0,147.07,1600922,2354.5,15716,414714,25.9
ASHOKAMET,EQ,2026-01-23,13.82,14.35,14.35,13.82,14.1,13.94,14.06,14903,2.1,125,4738,31.79
ASHOKLEY,EQ,2026-01-23,190.28,192.0,199.21,190.0,193.07,192.98,195.61,32467563,63510.76,198228,9728692,29.96
ASIANENE,EQ,2026-01-23,252.5,253.0,255.0,239.2,245.0,240.95,251.04,118000,296.22,1701,94223,79.85
ASIANHOTNR,EQ,2026-01-23,313.05,319.9,319.9,305.05,305.1,307.55,313.49,8385,26.29,1273,530,6.32
ASIANPAINT,EQ,2026-01-23,2703.8,2703.8,2782.9,2690.8,2704.4,2703.7,2743.23,1786635,49011.42,94155,878401,49.17
ASIANTILES,EQ,2026-01-23,73.07,73.0,74.03,68.5,68.8,69.15,71.99,2468429,1777.12,8977,552352,22.38
ASKAUTOLTD,EQ,2026-01-23,435.55,440.0,440.0,423.0,426.0,425.35,430.06,77666,334.01,3958,44581,57.4
ASMS,EQ,2026-01-23,11.5,11.8,11.8,11.0,11.1,11.06,11.24,261528,29.39,1068,158796,60.72
ASPINWALL,EQ,2026-01-23,225.85,221.65,223.6,218.5,220.0,219.5,220.95,1141,2.52,78,593,51.97
ASTEC,EQ,2026-01-23,593.8,593.6,595.65,565.0,570.35,569.45,580.85,56958,330.84,3555,19784,34.73
ASTERDM,EQ,2026-01-23,576.3,576.0,581.7,552.4,555.0,555.25,561.09,328424,1842.74,22264,161344,49.13
ASTRAL,EQ,2026-01-23,1413.2,1413.0,1425.3,1378.0,1399.5,1383.9,1396.25,418236,5839.62,41117,182574,43.65
ASTRAMICRO,EQ,2026-01-23,917.5,917.45,924.25,897.3,905.0,909.85,910.39,150217,1367.56,12207,70732,47.09
ASTRAZEN,EQ,2026-01-23,8347.0,8336.0,8360.0,8254.0,8320.0,8319.0,8318.5,5165,429.65,2100,3522,68.19
ASTRON,EQ,2026-01-23,5.02,5.01,5.2,4.91,4.91,4.97,5.06,33441,1.69,192,23639,70.69
ATALREAL,EQ,2026-01-23,27.52,27.77,28.37,26.8,26.85,27.39,27.45,4028531,1105.77,6574,1735641,43.08
ATAM,EQ,2026-01-23,77.15,79.25,79.25,71.25,72.99,73.21,74.92,12091,9.06,370,7802,64.53
ATGL,EQ,2026-01-23,548.0,550.65,550.65,507.05,518.65,517.45,520.11,2182806,11353.04,68036,409660,18.77
ATHERENERG,EQ,2026-01-23,631.65,634.6,634.6,614.0,619.0,621.2,620.37,957315,5938.86,25914,381102,39.81
ATL,EQ,2026-01-23,23.99,24.6,24.6,23.0,23.37,23.23,23.45,352051,82.55,1845,215814,61.3
ATLANTAA,EQ,2026-01-23,45.1,45.99,45.99,40.59,40.7,41.58,42.93,117350,50.38,1321,63965,54.51
ATLANTAELE,EQ,2026-01-23,744.25,745.0,745.05,715.1,728.0,728.3,727.71,114737,834.95,7897,56557,49.29
ATLASCYCLE,EQ,2026-01-23,96.33,95.01,97.0,92.0,92.99,92.85,94.5,3287,3.11,103,2187,66.53
ATUL,EQ,2026-01-23,5772.5,5781.5,5948.0,5735.0,5860.0,5826.5,5842.51,32441,1895.37,9074,4435,13.67
ATULAUTO,EQ,2026-01-23,398.4,397.0,402.65,385.1,385.1,389.0,394.95,65878,260.18,2995,28368,43.06
AUBANK,EQ,2026-01-23,1000.55,1005.0,1006.9,961.3,967.0,966.1,979.3,2752861,26958.85,44386,1731756,62.91
AURIONPRO,EQ,2026-01-23,949.6,957.0,957.0,911.1,916.0,915.0,935.7,199820,1869.71,11765,110638,55.37
AUROPHARMA,EQ,2026-01-23,1145.3,1145.3,1150.5,1120.8,1128.5,1132.5,1136.11,511867,5815.38,26359,206195,40.28
AURUM,EQ,2026-01-23,189.39,192.99,192.99,181.21,183.5,181.98,187.88,99329,186.62,3332,50650,50.99
