symbol,series,date,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct
20MICRONS,EQ,2026-01-21,176.9,174.25,178.6,172.11,175.38,174.62,175.44,139561,244.84,5204,53988,38.68
21STCENMGM,EQ,2026-01-21,42.04,42.88,42.88,41.2,41.2,41.2,41.2,1254,0.52,24,1254,100.0
360ONE,EQ,2026-01-21,1129.6,1124.2,1133.9,1088.1,1093.0,1095.3,1104.79,841203,9293.55,31974,308548,36.68
3IINFOLTD,EQ,2026-01-21,14.83,14.82,14.9,14.5,14.64,14.62,14.68,270299,39.67,1575,154502,57.16
3MINDIA,EQ,2026-01-21,33375.0,33435.0,34150.0,33250.0,34000.0,33980.0,33845.21,4292,1452.64,2710,1871,43.59
3PLAND,EQ,2026-01-21,36.16,36.16,37.79,34.06,34.16,34.76,35.2,3364,1.18,119,2984,88.7
5PAISA,EQ,2026-01-21,358.0,361.45,368.55,352.35,355.0,357.55,361.16,154312,557.32,7615,28316,18.35
63MOONS,EQ,2026-01-21,611.6,610.0,649.0,605.1,629.0,629.2,623.2,182839,1139.46,7280,77534,42.41
A2ZINFRA,EQ,2026-01-21,13.75,13.75,14.01,13.12,13.35,13.45,13.58,321841,43.69,790,196314,61.0
AAATECH,EQ,2026-01-21,112.75,111.0,111.99,107.12,107.12,107.12,108.26,37999,41.14,934,20198,53.15
AADHARHFC,EQ,2026-01-21,470.05,466.4,472.0,466.4,470.1,470.8,469.3,458136,2150.04,13383,323214,70.55
AAKASH,EQ,2026-01-21,8.17,8.05,8.17,7.5,7.95,7.83,7.92,94638,7.5,524,72068,76.15
AAREYDRUGS,EQ,2026-01-21,62.9,63.45,66.04,61.99,64.78,64.82,64.05,285890,183.12,1276,108820,38.06
AARON,EQ,2026-01-21,155.76,155.76,157.64,152.2,154.0,153.01,154.32,14054,21.69,533,9092,64.69
AARTECH,EQ,2026-01-21,49.24,49.1,49.62,47.0,47.5,47.27,47.78,38295,18.3,838,20585,53.75
AARTIDRUGS,EQ,2026-01-21,375.05,375.05,378.0,366.85,375.65,374.4,372.74,88433,329.62,4753,45326,51.25
AARTIIND,EQ,2026-01-21,345.75,342.2,345.75,338.05,340.5,340.0,341.67,627315,2143.37,20530,232333,37.04
AARTIPHARM,EQ,2026-01-21,752.65,754.35,805.0,745.1,792.05,793.9,782.11,479719,3751.95,25865,115943,24.17
AARTISURF,EQ,2026-01-21,459.1,479.0,488.9,418.2,424.1,429.7,452.05,309227,1397.87,11840,79745,25.79
AARVI,EQ,2026-01-21,122.22,120.51,124.45,118.0,120.29,118.64,121.58,31471,38.26,763,20865,66.3
AAVAS,EQ,2026-01-21,1384.7,1374.0,1407.0,1351.1,1380.0,1388.1,1373.06,398120,5466.44,17373,284156,71.37
ABB,EQ,2026-01-21,4691.5,4692.5,4751.5,4637.5,4711.5,4707.5,4694.22,349292,16396.53,39626,182725,52.31
ABBOTINDIA,EQ,2026-01-21,27210.0,27260.0,27695.0,26930.0,27695.0,27575.0,27304.87,3881,1059.7,2612,2210,56.94
ABCAPITAL,EQ,2026-01-21,355.35,354.6,356.75,343.1,346.0,346.25,348.59,8135875,28361.01,68477,3933191,48.34
ABCOTS,EQ,2026-01-21,409.15,418.0,418.0,401.25,401.3,405.6,405.42,5242,21.25,188,4117,78.54
ABDL,EQ,2026-01-21,439.5,439.5,442.55,429.5,435.0,436.25,436.33,548439,2393.01,20993,235776,42.99
ABFRL,EQ,2026-01-21,67.85,67.9,68.23,64.45,64.78,64.72,65.72,14197775,9331.24,56357,5842361,41.15
ABGSEC,EQ,2026-01-21,110.76,110.84,111.26,110.77,111.26,111.26,110.95,195,0.22,11,120,61.54
ABINFRA,EQ,2026-01-21,18.39,18.36,19.1,17.75,18.41,18.48,18.32,234719,43.0,900,143937,61.32
