symbol,series,DATE1,prev_close,open,high,low,LAST_PRICE,close,AVG_PRICE,volume,TURNOVER_LACS,NO_OF_TRADES,delivery_qty,delivery_pct,date
LAL,EQ,24-Feb-2026,7.94,7.99,8.09,7.6,7.61,7.65,7.79,9191,0.72,194,6210,67.57,2026-02-24
LALPATHLAB,EQ,24-Feb-2026,1396.0,1396.0,1414.6,1376.4,1412.0,1409.1,1395.3,252709,3526.04,22071,162044,64.12,2026-02-24
LAMBODHARA,EQ,24-Feb-2026,111.2,111.19,112.0,105.21,106.82,106.6,107.26,8838,9.48,290,4640,52.5,2026-02-24
LANDMARK,EQ,24-Feb-2026,433.5,433.5,433.5,410.45,414.0,412.8,417.68,32946,137.61,2208,14131,42.89,2026-02-24
LAOPALA,EQ,24-Feb-2026,209.89,208.35,212.19,206.3,207.9,208.33,209.6,113130,237.12,3713,78831,69.68,2026-02-24
LASA,EQ,24-Feb-2026,8.04,8.3,8.3,7.76,8.3,8.26,8.2,36657,3.01,213,27225,74.27,2026-02-24
LATENTVIEW,EQ,24-Feb-2026,350.4,348.0,349.4,339.0,344.4,345.2,342.52,611748,2095.37,24217,226095,36.96,2026-02-24
LATTEYS,EQ,24-Feb-2026,22.2,22.2,22.72,21.5,22.19,21.92,22.11,38036,8.41,304,20778,54.63,2026-02-24
LAURUSLABS,EQ,24-Feb-2026,1017.05,1017.05,1034.8,996.9,1031.05,1028.5,1019.64,1411849,14395.77,42060,718123,50.86,2026-02-24
LAXMIDENTL,EQ,24-Feb-2026,192.9,192.6,192.6,185.71,186.0,187.56,188.12,141013,265.27,3296,57836,41.01,2026-02-24
LAXMIINDIA,EQ,24-Feb-2026,97.33,97.81,97.81,93.21,93.95,93.74,94.41,203998,192.6,2828,94909,46.52,2026-02-24
LEMERITE,EQ,24-Feb-2026,453.8,464.45,464.45,451.45,456.9,456.3,455.44,18391,83.76,430,9400,51.11,2026-02-24
LEMONTREE,EQ,24-Feb-2026,116.93,116.1,116.87,112.9,114.46,113.67,113.73,5270044,5993.39,54221,2936751,55.73,2026-02-24
LENSKART,EQ,24-Feb-2026,485.2,485.0,490.6,480.7,484.1,484.5,485.86,1645847,7996.56,46900,768469,46.69,2026-02-24
LFIC,EQ,24-Feb-2026,131.52,136.99,136.99,126.1,128.1,128.57,130.25,1199,1.56,122,943,78.65,2026-02-24
LGBBROSLTD,EQ,24-Feb-2026,1905.6,1903.2,1935.9,1862.8,1932.0,1928.5,1910.06,46658,891.19,6933,23262,49.86,2026-02-24
LGEINDIA,EQ,24-Feb-2026,1557.3,1557.0,1575.0,1549.0,1565.0,1568.1,1563.23,465462,7276.24,42988,232248,49.9,2026-02-24
LGHL,EQ,24-Feb-2026,282.1,283.45,284.55,278.3,281.25,281.05,281.91,60258,169.88,648,3725,6.18,2026-02-24
LIBAS,EQ,24-Feb-2026,10.2,10.42,10.42,10.01,10.1,10.13,10.12,28718,2.91,129,26061,90.75,2026-02-24
LIBERTSHOE,EQ,24-Feb-2026,247.46,247.45,247.45,241.1,242.8,242.74,243.45,7076,17.23,372,4189,59.2,2026-02-24
LICHSGFIN,EQ,24-Feb-2026,524.85,523.95,533.0,521.7,532.2,532.05,528.86,1604626,8486.21,33488,848288,52.87,2026-02-24
LICI,EQ,24-Feb-2026,883.25,882.0,886.0,872.0,885.0,882.0,879.64,1383677,12171.37,34696,656857,47.47,2026-02-24
LICMFGOLD,EQ,24-Feb-2026,14057.6,14200.0,14330.0,14066.6,14225.0,14212.6,14212.55,2397,340.67,779,1190,49.65,2026-02-24
LICNETFGSC,EQ,24-Feb-2026,28.84,28.72,28.88,28.72,28.87,28.83,28.83,66794,19.25,116,66430,99.46,2026-02-24
LICNETFN50,EQ,24-Feb-2026,285.74,284.47,286.1,282.72,284.0,283.14,283.99,334,0.95,32,331,99.1,2026-02-24
LICNFNHGP,EQ,24-Feb-2026,286.36,285.0,285.29,283.5,285.0,285.0,284.9,190,0.54,11,189,99.47,2026-02-24
LICNMID100,EQ,24-Feb-2026,59.29,59.55,59.55,58.8,59.55,59.48,59.18,23562,13.94,114,22489,95.45,2026-02-24
LIKHITHA,EQ,24-Feb-2026,153.32,153.32,154.08,150.31,151.0,151.31,152.16,44172,67.21,1603,26329,59.61,2026-02-24
LINC,EQ,24-Feb-2026,108.67,109.7,111.0,108.5,108.5,109.72,109.92,15390,16.92,321,10095,65.59,2026-02-24
LINCOLN,EQ,24-Feb-2026,618.85,603.05,635.45,603.05,615.0,615.65,618.99,38960,241.16,1562,21010,53.93,2026-02-24
LINDEINDIA,EQ,24-Feb-2026,6739.5,6727.0,6734.5,6556.0,6632.0,6636.5,6629.96,24382,1616.52,5857,11928,48.92,2026-02-24
LIQGRWBEES,EQ,24-Feb-2026,1028.91,1029.04,1029.06,1029.04,1029.04,1029.04,1029.05,84289,867.38,145,45315,53.76,2026-02-24
LIQUID,EQ,24-Feb-2026,999.99,999.99,1000.0,999.99,1000.0,999.99,1000.0,75282,752.82,141,46093,61.23,2026-02-24
LIQUID1,EQ,24-Feb-2026,1092.46,1092.6,1092.62,1092.6,1092.61,1092.6,1092.61,405297,4428.3,528,261010,64.4,2026-02-24
LIQUIDADD,EQ,24-Feb-2026,1114.61,1114.76,1114.76,1114.71,1114.72,1114.73,1114.74,1507069,16799.87,895,1140165,75.65,2026-02-24
LIQUIDBEES,EQ,24-Feb-2026,1000.0,1000.0,1000.01,999.95,1000.01,1000.0,1000.0,4230898,42309.14,6158,2960857,69.98,2026-02-24
LIQUIDBETF,EQ,24-Feb-2026,1070.29,1070.41,1070.43,1070.41,1070.41,1070.42,1070.42,292193,3127.7,645,162998,55.78,2026-02-24
LIQUIDCASE,EQ,24-Feb-2026,112.86,112.88,112.88,112.86,112.88,112.86,112.87,16868776,19039.47,9716,12812140,75.95,2026-02-24
LIQUIDETF,EQ,24-Feb-2026,1000.0,1000.0,1000.01,999.99,1000.01,1000.0,1000.0,128085,1280.85,177,58866,45.96,2026-02-24
LIQUIDIETF,EQ,24-Feb-2026,999.99,1000.0,1000.01,999.99,1000.0,999.99,1000.0,859552,8595.52,221,669790,77.92,2026-02-24
LIQUIDPLUS,EQ,24-Feb-2026,1073.8,1073.92,1073.94,1073.92,1073.94,1073.92,1073.92,202453,2174.19,147,175926,86.9,2026-02-24
LIQUIDSBI,EQ,24-Feb-2026,1000.01,1000.01,1000.01,999.99,1000.01,999.99,1000.0,3972,39.72,38,3705,93.28,2026-02-24
LIQUIDSHRI,EQ,24-Feb-2026,1093.19,1093.32,1093.34,1093.32,1093.34,1093.34,1093.34,3146,34.4,13,2781,88.4,2026-02-24
LLOYDSENGG,EQ,24-Feb-2026,49.17,49.15,49.44,47.9,49.22,48.88,48.58,2012517,977.71,10377,736490,36.6,2026-02-24
LLOYDSENT,EQ,24-Feb-2026,53.25,53.3,55.6,51.94,54.08,54.22,52.85,1988319,1050.75,15221,871454,43.83,2026-02-24
LLOYDSME,EQ,24-Feb-2026,1139.0,1123.2,1168.7,1123.1,1158.0,1164.1,1149.49,289945,3332.88,13817,156592,54.01,2026-02-24
LMW,EQ,24-Feb-2026,15675.0,15600.0,15716.0,15461.0,15526.0,15517.0,15530.89,2298,356.9,736,1220,53.09,2026-02-24
LODHA,EQ,24-Feb-2026,1072.9,1065.0,1078.45,1024.65,1044.6,1040.8,1042.74,798095,8322.03,29559,358010,44.86,2026-02-24
LOKESHMACH,EQ,24-Feb-2026,181.07,182.0,182.0,179.14,182.0,180.97,180.68,19833,35.83,651,13168,66.39,2026-02-24
LORDSCHLO,EQ,24-Feb-2026,120.38,119.96,121.49,114.61,119.9,118.71,117.7,23187,27.29,799,15777,68.04,2026-02-24
LOTUSDEV,EQ,24-Feb-2026,145.84,145.84,146.18,140.29,141.2,141.05,141.98,864319,1227.15,8105,498615,57.69,2026-02-24
LOTUSEYE,EQ,24-Feb-2026,111.97,111.64,113.75,107.0,108.7,108.21,109.36,55806,61.03,963,33540,60.1,2026-02-24
LOVABLE,EQ,24-Feb-2026,76.83,78.09,78.9,75.25,76.8,76.62,76.32,6932,5.29,241,3755,54.17,2026-02-24
LOWVOL,EQ,24-Feb-2026,212.65,211.87,211.97,211.38,211.56,211.56,211.54,90,0.19,7,90,100.0,2026-02-24
LOWVOL1,EQ,24-Feb-2026,21.67,21.6,21.65,21.47,21.51,21.53,21.54,122734,26.44,201,103661,84.46,2026-02-24
LOWVOLIETF,EQ,24-Feb-2026,22.83,22.75,22.87,22.61,22.8,22.67,22.66,2314555,524.39,1143,2034845,87.92,2026-02-24
LPDC,EQ,24-Feb-2026,6.27,6.08,6.38,6.0,6.1,6.06,6.12,22338,1.37,203,14189,63.52,2026-02-24
LT,EQ,24-Feb-2026,4418.1,4415.5,4440.0,4228.1,4271.0,4259.2,4317.04,3673070,158568.03,166929,2434445,66.28,2026-02-24
LTF,EQ,24-Feb-2026,299.65,299.65,299.65,295.05,299.0,297.45,297.34,3623378,10773.9,39572,1593246,43.97,2026-02-24
LTFOODS,EQ,24-Feb-2026,421.0,419.5,419.5,407.45,409.95,408.7,412.78,360814,1489.36,15080,134239,37.2,2026-02-24
LTGILTBEES,EQ,24-Feb-2026,29.33,29.39,29.39,29.29,29.39,29.36,29.34,1867987,548.0,994,1526314,81.71,2026-02-24
LTGILTCASE,EQ,24-Feb-2026,29.84,28.94,29.94,28.94,29.9,29.88,29.86,81545,24.35,179,79267,97.21,2026-02-24
LTIM,EQ,24-Feb-2026,4831.5,4778.0,4780.0,4465.5,4521.0,4501.0,4565.95,883696,40349.1,69142,352768,39.92,2026-02-24
LTTS,EQ,24-Feb-2026,3439.4,3388.4,3402.2,3140.0,3158.8,3148.6,3225.39,534886,17252.18,61141,230390,43.07,2026-02-24
LUMAXIND,EQ,24-Feb-2026,6104.3,6031.0,6062.1,5879.0,5961.0,5950.8,5974.21,21163,1264.32,5883,5903,27.89,2026-02-24
LUMAXTECH,EQ,24-Feb-2026,1661.9,1670.2,1707.4,1642.1,1672.9,1672.7,1672.27,293164,4902.48,26110,115109,39.26,2026-02-24
LUPIN,EQ,24-Feb-2026,2241.4,2252.5,2257.9,2235.0,2252.0,2250.2,2247.64,1074791,24157.39,43893,653714,60.82,2026-02-24
LUXIND,EQ,24-Feb-2026,932.65,927.25,934.0,907.1,915.2,918.05,915.28,20963,191.87,2298,11730,55.96,2026-02-24
LXCHEM,EQ,24-Feb-2026,135.73,135.73,136.0,130.93,132.53,132.33,132.75,464959,617.21,9450,236716,50.91,2026-02-24
LYKALABS,EQ,24-Feb-2026,62.23,62.23,63.39,60.21,61.0,61.36,61.38,36829,22.61,488,27478,74.61,2026-02-24
LYPSAGEMS,EQ,24-Feb-2026,4.93,4.93,5.27,4.92,5.26,5.15,5.12,16109,0.83,151,10510,65.24,2026-02-24
M&M,EQ,24-Feb-2026,3447.1,3415.0,3441.0,3390.0,3440.0,3433.2,3422.67,1929400,66037.08,97515,1304506,67.61,2026-02-24
M&MFIN,EQ,24-Feb-2026,380.2,380.2,380.35,362.3,364.55,364.65,364.93,3427333,12507.26,41283,2128005,62.09,2026-02-24
MACPOWER,EQ,24-Feb-2026,930.85,946.15,946.15,907.9,910.05,915.3,925.57,17025,157.58,1811,8207,48.21,2026-02-24
MADHAV,EQ,24-Feb-2026,37.83,38.59,38.59,37.03,37.03,37.3,37.3,1660,0.62,42,1581,95.24,2026-02-24
MADHUCON,EQ,24-Feb-2026,4.87,4.87,4.87,4.75,4.76,4.76,4.79,5073,0.24,44,4619,91.05,2026-02-24
MADRASFERT,EQ,24-Feb-2026,69.15,69.0,69.53,68.11,69.4,69.24,68.66,46926,32.22,712,24929,53.12,2026-02-24
MAFANG,EQ,24-Feb-2026,153.49,154.78,154.78,154.0,154.78,154.78,154.77,479527,742.17,7513,459931,95.91,2026-02-24
MAGADSUGAR,EQ,24-Feb-2026,431.25,432.2,433.05,428.0,428.4,429.45,430.09,2020,8.69,199,1278,63.27,2026-02-24
MAGNUM,EQ,24-Feb-2026,22.6,22.66,22.86,22.0,22.35,22.33,22.31,72006,16.06,224,65230,90.59,2026-02-24
MAHABANK,EQ,24-Feb-2026,69.64,69.64,72.44,69.0,72.0,71.86,71.46,48120203,34389.07,115082,18005795,37.42,2026-02-24
MAHAPEXLTD,EQ,24-Feb-2026,93.96,95.0,95.5,92.0,92.0,92.22,93.41,724,0.68,51,583,80.52,2026-02-24
MAHEPC,EQ,24-Feb-2026,121.97,124.71,124.71,119.06,119.21,119.38,120.49,39399,47.47,762,23186,58.85,2026-02-24
MAHESHWARI,EQ,24-Feb-2026,42.61,44.5,44.5,41.9,41.9,42.0,42.37,6003,2.54,108,4612,76.83,2026-02-24
MAHKTECH,EQ,24-Feb-2026,24.98,24.34,24.34,24.34,24.34,24.34,24.34,653861,159.15,496,509039,77.85,2026-02-24
MAHLIFE,EQ,24-Feb-2026,368.85,362.5,372.0,362.5,369.4,369.75,366.8,76415,280.29,4055,46141,60.38,2026-02-24
MAHLOG,EQ,24-Feb-2026,414.45,419.0,419.0,400.2,404.55,405.8,405.75,134416,545.39,4100,60840,45.26,2026-02-24
MAHSCOOTER,EQ,24-Feb-2026,13457.0,13399.0,13449.0,13154.0,13283.0,13266.0,13320.81,2479,330.22,1069,1577,63.61,2026-02-24
MAHSEAMLES,EQ,24-Feb-2026,528.35,525.7,535.85,525.05,534.85,533.85,530.81,86768,460.58,6744,57018,65.71,2026-02-24
MAITHANALL,EQ,24-Feb-2026,1018.3,1018.3,1018.3,990.6,999.7,998.5,1000.2,23517,235.22,1859,13164,55.98,2026-02-24
MAKEINDIA,EQ,24-Feb-2026,158.56,157.0,159.12,156.99,159.09,158.91,158.18,18030,28.52,407,13801,76.54,2026-02-24
MALLCOM,EQ,24-Feb-2026,1160.8,1164.2,1168.8,1126.6,1137.0,1137.5,1144.55,2715,31.07,378,1651,60.81,2026-02-24
MALUPAPER,EQ,24-Feb-2026,31.07,31.6,33.0,31.1,31.4,31.36,32.06,12962,4.16,236,7506,57.91,2026-02-24
MAMATA,EQ,24-Feb-2026,431.65,433.8,436.8,420.0,430.1,433.85,429.87,101852,437.83,3147,43285,42.5,2026-02-24
MANAKCOAT,EQ,24-Feb-2026,123.62,123.08,124.55,115.1,118.55,118.08,117.98,1900444,2242.2,3806,275873,14.52,2026-02-24
MANAKSIA,EQ,24-Feb-2026,60.89,60.89,60.89,59.3,59.51,59.86,59.99,22532,13.52,243,18817,83.51,2026-02-24
MANAKSTEEL,EQ,24-Feb-2026,58.46,59.6,59.6,58.51,59.03,59.24,59.14,9987,5.91,217,7048,70.57,2026-02-24
MANALIPETC,EQ,24-Feb-2026,55.19,55.38,55.38,53.55,54.7,54.59,54.47,163278,88.93,1646,97148,59.5,2026-02-24
MANAPPURAM,EQ,24-Feb-2026,303.85,303.85,307.5,300.85,305.7,305.3,303.82,1681412,5108.47,16480,498977,29.68,2026-02-24
MANBA,EQ,24-Feb-2026,123.54,127.99,127.99,121.0,122.48,121.74,122.5,32605,39.94,513,16733,51.32,2026-02-24
MANCREDIT,EQ,24-Feb-2026,175.84,177.41,180.28,173.13,175.5,175.77,175.78,19807,34.82,1225,1568,7.92,2026-02-24
MANGALAM,EQ,24-Feb-2026,31.16,30.0,31.48,29.78,29.92,29.95,30.54,63821,19.49,575,43788,68.61,2026-02-24
MANGLMCEM,EQ,24-Feb-2026,878.8,877.65,896.1,864.05,890.0,885.95,879.29,82371,724.28,3869,38913,47.24,2026-02-24
MANINDS,EQ,24-Feb-2026,439.45,434.45,438.65,420.5,431.45,427.4,429.03,464333,1992.15,9827,146932,31.64,2026-02-24
MANINFRA,EQ,24-Feb-2026,110.82,109.8,110.68,108.01,108.16,108.21,108.97,385315,419.88,3970,204111,52.97,2026-02-24
MANKIND,EQ,24-Feb-2026,2046.6,2037.0,2060.6,2029.4,2060.0,2054.7,2049.33,217522,4457.75,15245,107413,49.38,2026-02-24
MANORAMA,EQ,24-Feb-2026,1416.2,1416.2,1436.1,1404.9,1415.8,1415.1,1417.42,53697,761.11,4858,33395,62.19,2026-02-24
MANORG,EQ,24-Feb-2026,419.7,415.95,424.9,415.85,417.3,418.6,418.2,1274,5.33,114,1013,79.51,2026-02-24
MANUFGBEES,EQ,24-Feb-2026,156.69,155.91,159.47,155.0,156.0,156.47,155.82,7929,12.36,134,6597,83.2,2026-02-24
MANUGRAPH,EQ,24-Feb-2026,14.78,14.69,15.0,14.2,14.2,14.25,14.48,13439,1.95,102,12876,95.81,2026-02-24
MANYAVAR,EQ,24-Feb-2026,421.6,421.5,421.5,404.15,405.0,407.25,410.92,141581,581.78,10703,72080,50.91,2026-02-24
MAPMYINDIA,EQ,24-Feb-2026,1114.1,1107.0,1107.0,1066.5,1075.0,1075.4,1078.35,167425,1805.43,13476,79903,47.72,2026-02-24
MARALOVER,EQ,24-Feb-2026,46.23,45.7,46.88,45.05,46.07,45.92,45.77,9581,4.38,129,8230,85.9,2026-02-24
MARATHON,EQ,24-Feb-2026,422.5,422.7,427.5,400.9,405.0,406.15,409.88,129588,531.15,4146,91907,70.92,2026-02-24
MARICO,EQ,24-Feb-2026,801.45,802.55,813.5,801.0,809.0,810.35,808.63,1949882,15767.41,43571,1081352,55.46,2026-02-24
MARINE,EQ,24-Feb-2026,190.81,190.81,192.49,186.15,189.5,189.2,188.99,253213,478.54,4783,99306,39.22,2026-02-24
MARKOLINES,EQ,24-Feb-2026,160.55,161.0,163.5,155.1,155.1,156.51,157.96,61873,97.73,1001,24676,39.88,2026-02-24
MARKSANS,EQ,24-Feb-2026,178.9,177.0,178.44,172.5,174.02,174.07,174.58,442893,773.22,11906,219394,49.54,2026-02-24
MARUTI,EQ,24-Feb-2026,15072.0,15001.0,15062.0,14904.0,14920.0,14926.0,14945.34,300991,44984.11,45176,177120,58.85,2026-02-24
MASFIN,EQ,24-Feb-2026,341.1,343.75,343.75,334.1,340.0,338.15,337.23,82742,279.03,3548,40366,48.79,2026-02-24
MASPTOP50,EQ,24-Feb-2026,69.69,70.24,70.38,69.01,69.19,69.15,69.53,282794,196.63,3549,209971,74.25,2026-02-24
MASTEK,EQ,24-Feb-2026,1666.4,1650.1,1664.2,1559.1,1570.0,1567.6,1594.73,120715,1925.08,14781,52942,43.86,2026-02-24
MASTERTR,EQ,24-Feb-2026,86.82,87.4,87.4,83.45,84.95,84.61,84.71,151097,127.99,1115,93354,61.78,2026-02-24
MATRIMONY,EQ,24-Feb-2026,435.45,430.0,441.6,424.0,430.1,433.25,432.03,36586,158.06,1871,13877,37.93,2026-02-24
MAWANASUG,EQ,24-Feb-2026,77.72,77.72,78.75,77.5,78.75,77.99,77.84,17090,13.3,243,13070,76.48,2026-02-24
MAXESTATES,EQ,24-Feb-2026,412.1,412.1,412.1,389.5,401.95,400.15,398.13,194200,773.16,14401,124738,64.23,2026-02-24
MAXHEALTH,EQ,24-Feb-2026,1083.6,1078.75,1089.5,1077.4,1080.4,1086.4,1084.76,2375483,25768.18,52016,1618954,68.15,2026-02-24
MAXIND,EQ,24-Feb-2026,158.69,158.0,163.0,153.29,154.85,155.72,157.07,35172,55.25,1267,18048,51.31,2026-02-24
MAYURUNIQ,EQ,24-Feb-2026,563.0,559.95,563.0,524.95,539.0,531.3,537.5,162820,875.16,18588,103459,63.54,2026-02-24
MAZDA,EQ,24-Feb-2026,203.61,202.0,204.22,194.1,195.0,196.25,197.9,32513,64.34,994,21799,67.05,2026-02-24
MAZDOCK,EQ,24-Feb-2026,2280.8,2284.1,2288.9,2236.0,2260.0,2256.4,2254.12,729152,16435.93,38609,225042,30.86,2026-02-24
MBAPL,EQ,24-Feb-2026,465.2,457.55,464.0,456.6,463.9,463.6,461.77,199013,918.97,3875,91012,45.73,2026-02-24
MBEL,EQ,24-Feb-2026,325.1,326.0,330.95,311.0,315.0,315.05,315.96,243457,769.24,7402,115669,47.51,2026-02-24
MBLINFRA,EQ,24-Feb-2026,25.07,24.2,28.08,24.2,26.48,26.91,27.0,233839,63.15,1907,114363,48.91,2026-02-24
MCLEODRUSS,EQ,24-Feb-2026,41.81,41.23,41.99,40.75,41.35,41.28,41.03,442680,181.62,838,354126,80.0,2026-02-24
MCLOUD,EQ,24-Feb-2026,25.63,25.99,25.99,24.45,24.73,24.63,24.89,1559989,388.21,5583,692012,44.36,2026-02-24
MCX,EQ,24-Feb-2026,2396.2,2385.0,2410.9,2373.0,2402.9,2395.8,2394.14,1777072,42545.64,77986,699698,39.37,2026-02-24
MEDANTA,EQ,24-Feb-2026,1166.0,1156.0,1162.9,1140.0,1151.0,1149.9,1147.41,102590,1177.12,13624,61230,59.68,2026-02-24
MEDIASSIST,EQ,24-Feb-2026,396.4,396.4,397.0,386.4,388.0,388.6,390.99,100515,393.01,9717,59350,59.05,2026-02-24
MEDICAMEQ,EQ,24-Feb-2026,302.3,303.8,304.0,296.0,303.7,299.6,299.69,18498,55.44,1058,11015,59.55,2026-02-24
MEDICO,EQ,24-Feb-2026,47.66,47.66,47.66,45.9,45.94,46.05,46.29,104673,48.45,767,45642,43.6,2026-02-24
MEDPLUS,EQ,24-Feb-2026,835.2,829.0,845.0,828.55,840.0,835.05,834.66,147503,1231.15,12161,103804,70.37,2026-02-24
MEESHO,EQ,24-Feb-2026,158.0,158.0,158.0,152.25,156.5,154.96,154.35,2150856,3319.79,28722,954898,44.4,2026-02-24
MEGASTAR,EQ,24-Feb-2026,218.22,218.5,218.55,209.88,212.7,213.69,215.45,2275,4.9,51,2176,95.65,2026-02-24
MEIL,EQ,24-Feb-2026,251.6,251.45,251.45,242.4,245.0,244.9,246.46,56621,139.55,2078,32643,57.65,2026-02-24
MENONBE,EQ,24-Feb-2026,119.01,119.9,119.9,113.37,117.0,116.09,116.5,32370,37.71,797,17557,54.24,2026-02-24
METAL,EQ,24-Feb-2026,12.0,11.7,12.15,11.7,12.14,12.12,12.06,5128942,618.43,7170,3213747,62.66,2026-02-24
METALIETF,EQ,24-Feb-2026,11.99,11.69,12.2,11.69,12.13,12.11,12.05,14054612,1693.16,13258,7753314,55.17,2026-02-24
METROBRAND,EQ,24-Feb-2026,1047.3,1040.2,1047.8,1035.0,1041.0,1041.1,1040.52,18325,190.68,3625,8269,45.12,2026-02-24
METROPOLIS,EQ,24-Feb-2026,1941.6,1937.1,1937.1,1880.6,1892.0,1894.6,1900.11,29031,551.62,4884,10607,36.54,2026-02-24
MFML,EQ,24-Feb-2026,25.01,27.25,27.25,23.51,24.38,24.26,24.46,3158,0.77,92,2912,92.21,2026-02-24
MFSL,EQ,24-Feb-2026,1870.0,1865.0,1868.3,1839.4,1843.0,1841.9,1845.77,783572,14462.97,56436,564711,72.07,2026-02-24
MGEL,EQ,24-Feb-2026,11.9,11.56,11.87,10.91,11.08,11.01,11.42,3798944,433.87,2058,1083824,28.53,2026-02-24
MGL,EQ,24-Feb-2026,1163.2,1154.0,1197.5,1152.0,1192.0,1193.0,1185.05,538684,6383.69,31352,274985,51.05,2026-02-24
MHLXMIRU,EQ,24-Feb-2026,188.7,190.01,194.0,189.81,190.51,192.27,192.56,2239,4.31,76,1535,68.56,2026-02-24
MHRIL,EQ,24-Feb-2026,288.0,286.3,287.95,284.1,285.0,285.7,285.76,52442,149.86,2324,30995,59.1,2026-02-24
MICEL,EQ,24-Feb-2026,40.94,40.82,40.89,40.0,40.28,40.13,40.26,512678,206.38,3050,207346,40.44,2026-02-24
MID150,EQ,24-Feb-2026,22.15,22.07,22.6,21.92,22.39,22.26,22.08,54177,11.96,296,28678,52.93,2026-02-24
MID150BEES,EQ,24-Feb-2026,225.79,227.99,227.99,223.29,225.9,225.52,224.43,708993,1591.18,7299,457421,64.52,2026-02-24
MID150CASE,EQ,24-Feb-2026,10.96,10.78,11.11,10.78,10.95,10.93,10.91,4722445,515.3,5984,3713924,78.64,2026-02-24
MIDCAP,EQ,24-Feb-2026,171.54,166.39,172.77,166.39,171.99,171.06,170.1,49962,84.99,1165,28557,57.16,2026-02-24
MIDCAPADD,EQ,24-Feb-2026,21.8,21.9,21.9,21.7,21.76,21.82,21.76,3000,0.65,46,2541,84.7,2026-02-24
MIDCAPBETA,EQ,24-Feb-2026,220.61,220.54,220.61,218.41,220.61,220.61,219.95,930,2.05,43,914,98.28,2026-02-24
MIDCAPETF,EQ,24-Feb-2026,22.3,22.05,22.32,22.05,22.26,22.23,22.18,2650802,588.07,6944,1077760,40.66,2026-02-24
MIDCAPIETF,EQ,24-Feb-2026,22.61,22.78,22.78,22.32,22.55,22.54,22.43,1421099,318.74,3372,675402,47.53,2026-02-24
MIDHANI,EQ,24-Feb-2026,344.1,340.0,343.1,334.55,339.9,338.5,338.79,293365,993.89,9012,121086,41.27,2026-02-24
MIDQ50ADD,EQ,24-Feb-2026,241.43,239.78,243.9,238.17,243.9,240.8,239.32,1517,3.63,99,1385,91.3,2026-02-24
MIDSELIETF,EQ,24-Feb-2026,17.76,17.71,17.71,17.45,17.63,17.64,17.57,181312,31.85,1084,129749,71.56,2026-02-24
MIDSMALL,EQ,24-Feb-2026,47.22,47.21,47.21,46.81,47.2,47.05,47.06,280797,132.16,838,184641,65.76,2026-02-24
MIDWESTLTD,EQ,24-Feb-2026,1334.3,1322.0,1327.6,1287.0,1308.0,1308.4,1302.65,31612,411.79,3230,11787,37.29,2026-02-24
MINDACORP,EQ,24-Feb-2026,579.45,581.0,581.0,567.75,572.1,573.65,572.85,85297,488.63,5730,41590,48.76,2026-02-24
MINDTECK,EQ,24-Feb-2026,218.32,217.25,220.5,207.3,210.04,209.76,212.57,48964,104.08,1546,26887,54.91,2026-02-24
MIRCELECTR,EQ,24-Feb-2026,29.22,29.11,29.28,27.8,28.17,28.18,28.31,533285,150.95,2303,329825,61.85,2026-02-24
MIRZAINT,EQ,24-Feb-2026,35.34,35.1,35.64,34.31,34.88,34.73,34.71,107521,37.32,912,60181,55.97,2026-02-24
MITCON,EQ,24-Feb-2026,57.22,57.5,61.44,55.5,57.01,57.02,57.32,2883,1.65,105,1647,57.13,2026-02-24
MITTAL,EQ,24-Feb-2026,0.99,1.0,1.01,0.99,1.0,0.99,0.99,235017,2.33,329,144607,61.53,2026-02-24
MKPL,EQ,24-Feb-2026,5.21,5.2,5.3,5.06,5.24,5.18,5.18,100235,5.19,452,61874,61.73,2026-02-24
MMFL,EQ,24-Feb-2026,472.8,475.3,475.3,456.0,461.85,461.0,462.86,53510,247.68,3283,27408,51.22,2026-02-24
MMP,EQ,24-Feb-2026,242.05,244.0,247.15,236.5,236.5,239.35,242.53,18433,44.71,535,13152,71.35,2026-02-24
MMTC,EQ,24-Feb-2026,61.56,61.36,61.9,60.65,61.6,61.68,61.2,1018842,623.49,6976,276202,27.11,2026-02-24
MNC,EQ,24-Feb-2026,32.3,32.27,32.5,32.14,32.29,32.4,32.31,83818,27.08,561,49833,59.45,2026-02-24
MOALPHA50,EQ,24-Feb-2026,50.81,50.62,50.76,50.25,50.55,50.55,50.54,1398,0.71,30,1259,90.06,2026-02-24
MOBIKWIK,EQ,24-Feb-2026,201.76,215.0,227.37,201.11,202.99,205.79,212.91,34456282,73360.23,274228,2681582,7.78,2026-02-24
MOCAPITAL,EQ,24-Feb-2026,47.08,48.14,48.14,46.5,46.86,46.78,46.78,374390,175.13,2127,269580,72.01,2026-02-24
MODEFENCE,EQ,24-Feb-2026,88.48,88.67,89.48,87.19,88.15,88.0,87.77,1834892,1610.4,8543,977305,53.26,2026-02-24
MODINATUR,EQ,24-Feb-2026,315.7,315.05,320.7,300.0,306.55,303.7,310.09,3010,9.33,179,2360,78.41,2026-02-24
MODIRUBBER,EQ,24-Feb-2026,120.74,118.02,124.74,118.02,122.55,121.36,122.2,8674,10.6,923,3897,44.93,2026-02-24
